来源成稿,行,条目,短标题,被点名对象,全部对象,对象数,定级,置信,原文
AUD-101-DA01-根规范与科学.md,304,,| 重复或重叠对象 | ① 与 `ASTROCS_DESIGN.md` §3.3（精度归属）：同一清单两份（见 §1.1,docs/science/UNIFIED_SCIENCE_MODEL.md,docs/science/UNIFIED_SCIENCE_MODEL.md docs/science/NOISE_MODEL.md docs/science/UNCERTAINTY_AND_COVARIANCE.md,3,,不成立,"| 重复或重叠对象 | ① 与 `ASTROCS_DESIGN.md` §3.3（精度归属）：同一清单两份（见 §1.1）。② 与 `docs/science/UNIFIED_SCIENCE_MODEL.md` §1/§2/§9（科学目标分层 / 统一线性观测模型 / Phase 间最小合同）：**主题重叠**——""科学范围与目标""两份；差异：SCIENCE_SCOPE 给**处理链 + 单位 + 假设 + 失效条件**，UNIFIED_SCIENCE_MODEL 给**目标分层 + 观测模型 + 术语表 + 点源/扩展源统计量 + 跨阶段合同**。**判定：合法分层不成立（两者同层：都是 science，且都自称上游 §2/§3.1）→ 需归并或分工写明**。③ 与 `docs/science/NOISE_MODEL.md` §5：本份 L80-85 复述了""两个方差面""的口径（背景方差"
AUD-101-DA01-根规范与科学.md,305,,| 处置建议 | **保留（科学范围主题正本）**，四项修订：① L19 处理链第 3 步与 L80-85 需按 L73,docs/algorithms/NOISE_ESTIMATION.md,docs/algorithms/NOISE_ESTIMATION.md artifacts/evidence/,2,,降级,"| 处置建议 | **保留（科学范围主题正本）**，四项修订：① L19 处理链第 3 步与 L80-85 需按 L73 的降级条款加""当前生产域前提不成立 ⇒ 消费口径 = 显式降级""或把 γ 实测移入 `docs/algorithms/NOISE_ESTIMATION.md`；② §数值精度 的 `manifest 字段` 补回、公式与源码行号下沉；③ 与 UNIFIED_SCIENCE_MODEL 的分工写明（建议：SCOPE=范围/假设/失效，UNIFIED=模型与术语正本）；④ 两条 `run/` 证据锚迁 `artifacts/evidence/` 并改为可复跑命令 |"
AUD-101-DA01-根规范与科学.md,307,,### 1.11 `docs/science/UNIFIED_SCIENCE_MODEL.md`,docs/science/UNIFIED_SCIENCE_MODEL.md,docs/science/UNIFIED_SCIENCE_MODEL.md,1,,,### 1.11 `docs/science/UNIFIED_SCIENCE_MODEL.md`
AUD-101-DA01-根规范与科学.md,311,,| 路径 | `docs/science/UNIFIED_SCIENCE_MODEL.md` |,docs/science/UNIFIED_SCIENCE_MODEL.md,docs/science/UNIFIED_SCIENCE_MODEL.md,1,,,| 路径 | `docs/science/UNIFIED_SCIENCE_MODEL.md` |
AUD-101-DA01-根规范与科学.md,314,,"| 角色（标准 01 §2） | **科学定义**（目录一致）。但它同时是""数据对象与术语表""，该主题的**上位正本被最",docs/design/UNIFIED_MODEL.md,docs/design/UNIFIED_MODEL.md docs/science/UNIFIED_SCIENCE_MODEL.md,2,,,"| 角色（标准 01 §2） | **科学定义**（目录一致）。但它同时是""数据对象与术语表""，该主题的**上位正本被最高设计指定为 `docs/design/UNIFIED_MODEL.md`**（L219、附录 A L821）→ **同名异体、职责重叠**：`docs/design/UNIFIED_MODEL.md`（设计层）与 `docs/science/UNIFIED_SCIENCE_MODEL.md`（科学层）两份""UNIFIED_*"" |"
AUD-101-DA01-根规范与科学.md,317,,| 下游 | 16 命中（root 0 / docs 7 / 实验 0 / 其他 9）。docs 侧：`docs/DOC,docs/DOCUMENT_INDEX.yaml,docs/DOCUMENT_INDEX.yaml docs/contracts/CONFIG_CONTRACT.md docs/contracts/DATA_SEMANTICS.md docs/owner/PROJECT_SPEC.md docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md docs/science/PSF_SIGNAL_WEIGHT.md docs/validation/v6/QA_MATRIX.md docs/design/UNIFIED_MODEL.md,8,,,"| 下游 | 16 命中（root 0 / docs 7 / 实验 0 / 其他 9）。docs 侧：`docs/DOCUMENT_INDEX.yaml`、`docs/contracts/CONFIG_CONTRACT.md`、`docs/contracts/DATA_SEMANTICS.md`、`docs/owner/PROJECT_SPEC.md`、`docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md`、`docs/science/PSF_SIGNAL_WEIGHT.md`、`docs/validation/v6/QA_MATRIX.md`。**注：最高设计 §3.1 的被引对象是 `docs/design/UNIFIED_MODEL.md`，不是本份**（`grep -n ""UNIFIED_MODEL"" ASTROCS_DE"
AUD-101-DA01-根规范与科学.md,318,,| 是否该主题正本 | **部分是正本、部分越层**：§3 权威术语表、§2 观测模型、§4/§5 最优统计 = sci,docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md,docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md docs/contracts/,2,,,| 是否该主题正本 | **部分是正本、部分越层**：§3 权威术语表、§2 观测模型、§4/§5 最优统计 = science 正本；§9「Phase 间最小合同」属**合同主题**，正本是 `docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md` 与 `docs/contracts/`（最高设计 §1.2/§8.1 指定）→ **越层** |
AUD-101-DA01-根规范与科学.md,321,,| 悬空引用 | 扫描 5 条，**0 条缺失**：`docs/science/DRIZZLE.md`、`docs/in,docs/science/DRIZZLE.md,docs/science/DRIZZLE.md docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md docs/science/CONTROL_WEIGHT_SNR.md docs/science/PHASE2_UPM.md docs/science/UNIFIED_SCIENCE_MODEL.md docs/science/,6,,,"| 悬空引用 | 扫描 5 条，**0 条缺失**：`docs/science/DRIZZLE.md`、`docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md`、`docs/science/CONTROL_WEIGHT_SNR.md`、`docs/science/PHASE2_UPM.md`、`ASTROCS_DESIGN.md` 全实存。**但两处节号锚有误**：① §3 术语表列 `source_snr` 而 §12 写「本文件 **§3 表的 frame_snr**」——**§3 表内没有 `frame_snr` 这一行**（命令：`sed -n '25,36p' docs/science/UNIFIED_SCIENCE_MODEL.md \| grep -c frame_snr` → 0；表里有的是 `source SNR`"
AUD-101-DA01-根规范与科学.md,323,,| 重复或重叠对象 | ① §3 权威术语表 ↔ `ASTROCS_DESIGN.md` §3.1（对象清单）↔ `do,docs/design/UNIFIED_MODEL.md,docs/design/UNIFIED_MODEL.md docs/GLOSSARY.md docs/science/PHASE2_UPM.md docs/science/NOISE_MODEL.md docs/science/PSF_SIGNAL_WEIGHT.md docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md,6,,,"| 重复或重叠对象 | ① §3 权威术语表 ↔ `ASTROCS_DESIGN.md` §3.1（对象清单）↔ `docs/design/UNIFIED_MODEL.md`（数据对象表正本）↔ `docs/GLOSSARY.md`：**同一对象集合四处登记**；正本按最高设计是 `docs/design/UNIFIED_MODEL.md`。② §2 统一线性观测模型 ↔ `docs/science/PHASE2_UPM.md` §5（`calibrated = raw − C_f`）与 `docs/science/NOISE_MODEL.md` §5c 参考分解：三份""模型""层级不同，**合法分层**。③ §4/§4.1 ↔ `docs/science/PSF_SIGNAL_WEIGHT.md` §2/§4（同一 `Q/W` 公式与同一""单一口径""断言）——**这两份是实质重复**：PS"
AUD-101-DA01-根规范与科学.md,324,,| 处置建议 | **保留 + 拆分**：① §9 迁 `docs/interfaces/`（或降为指向 DATA-00,docs/interfaces/,docs/interfaces/ docs/design/UNIFIED_MODEL.md docs/GLOSSARY.md,3,,,"| 处置建议 | **保留 + 拆分**：① §9 迁 `docs/interfaces/`（或降为指向 DATA-002 的指针），② §3 术语表与 `docs/design/UNIFIED_MODEL.md`/`docs/GLOSSARY.md` 三处合一，本份只留""哪个量可作权重""的**科学判定**列，③ §4/§4.1 与 `PSF_SIGNAL_WEIGHT.md` §2/§4 合并为一份（建议保 PSF_SIGNAL_WEIGHT 的严格信息量推导 + 本份的""无可选口径""条款，正本页名由 AUD-102 定），④ 修 §12 的 frame_snr 自引用、§8 删实测 MB 数或补推导与适用域，⑤ 补与同目录一致的 ID 体例 |"
AUD-101-DA01-根规范与科学.md,326,,### 1.12 `docs/science/PHOTOMETRY.md`,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,### 1.12 `docs/science/PHOTOMETRY.md`
AUD-101-DA01-根规范与科学.md,330,,| 路径 | `docs/science/PHOTOMETRY.md` |,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,| 路径 | `docs/science/PHOTOMETRY.md` |
AUD-101-DA01-根规范与科学.md,336,,| 下游 | 70 命中（root 2 / docs 21 / 实验 15 / 其他 32）。根侧被 `ASTROCS_,"docs/science/{ASTROMETRY,CALIBRATION,STAR_DETECTION}.md","docs/science/{ASTROMETRY,CALIBRATION,STAR_DETECTION}.md docs/plugins/algorithms_phase1/06_photometry.md docs/research/PHOTOMETRY_RESEARCH_PACK.md docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md docs/design/PHASE1_DETAILED_DESIGN.md docs/algorithms/PHOTOMETRIC_FIT.md docs/contracts/{CONFIG_CO",8,,,"| 下游 | 70 命中（root 2 / docs 21 / 实验 15 / 其他 32）。根侧被 `ASTROCS_DESIGN.md`（§2.1 量纲、§4.4 误差预算两处）与 `README.md` L53 引用；docs 侧 21 份含 `docs/science/{ASTROMETRY,CALIBRATION,STAR_DETECTION}.md`、`docs/plugins/algorithms_phase1/06_photometry.md`、`docs/research/PHOTOMETRY_RESEARCH_PACK.md`、`docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md`、`docs/design/PHASE1_DETAILED_DESIGN.md`、`docs/algorithms/PHOTOMET"
AUD-101-DA01-根规范与科学.md,337,,"| 是否该主题正本 | **是**（测光标定科学正本；最高设计 §4.4 明确""推导过程与逐项数值见 `docs/sci",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md docs/plugins/algorithms_phase1/06_photometry.md,2,,,"| 是否该主题正本 | **是**（测光标定科学正本；最高设计 §4.4 明确""推导过程与逐项数值见 `docs/science/PHOTOMETRY.md`""）。**§16.4 却又把误差预算数值让给 `docs/plugins/algorithms_phase1/06_photometry.md` §4.1**（L377「判据形态…本节不复述数值…逐项实测见 …§4.1」）→ 上位说数值在本份、本份说数值在插件文档 → **误差预算数值的正本位置三方不一致**（最高设计 §4.4 / 本份 §16.4 / 插件 §4.1） |"
AUD-101-DA01-根规范与科学.md,338,,| 开头元信息块 | **有**：L5 `> ID: SCI-PHOT-001  状态: FROZEN (T103 冻结,lib/algorithms/photometry,lib/algorithms/photometry,1,,,"| 开头元信息块 | **有**：L5 `> ID: SCI-PHOT-001  状态: FROZEN (T103 冻结, 2026-08-23)  上游: SCI-SCOPE-001  下游 ALG: ALG-PHOT-001..  模块: photometric_calib (flux_calibrator)`。**违标准 01 §4 三项**：状态编号、**日期 `2026-08-23`**、任务号 `T103`；""模块: photometric_calib (flux_calibrator)""是**已退役模块名**（现树为 `lib/algorithms/photometry`，见 §13 L289 自己写的实现路径）→ 元信息块内即含过期事实 |"
AUD-101-DA01-根规范与科学.md,340,,| 悬空引用 | 扫描 55 条 / 报缺 23，逐条判定：<br/>**A. 只给 basename 的源码锚（路径不,lib/algorithms/photometry/cpp/src/star_matcher.cpp,lib/algorithms/photometry/cpp/src/star_matcher.cpp docs/contracts/DATA_SEMANTICS.md 实验/photometric-magnitude/results/step7_negatives.json 实验/photometric-magnitude/results/ 实验/photometric-magnitude/results,5,,,| 悬空引用 | 扫描 55 条 / 报缺 23，逐条判定：<br/>**A. 只给 basename 的源码锚（路径不实，7 条）**：`star_matcher.cpp`（L28/30/190/191/192/205/218/244/245/246，实际 `lib/algorithms/photometry/cpp/src/star_matcher.cpp`，§13 L289 给了全路径 → **同一文档内两种锚法混用**）、`pc_api.cpp`（L34/218/289）、`frame_photometry_fit.cpp`（L112）、`spectrum_integrator.cpp`（L135/253）、`gaia_client.c`（L50/317）、`normalize.phase_config.json`（L411，全路径给了）。<br/>**B. `run/` 一次性区
AUD-101-DA01-根规范与科学.md,341,,| 与上位文档冲突 | **一处取值级冲突 + 一处措辞冲突**：<br/>① **`I_photo` 是否含 `m(x,docs/science/,docs/science/,1,,,"| 与上位文档冲突 | **一处取值级冲突 + 一处措辞冲突**：<br/>① **`I_photo` 是否含 `m(x,y)`**：本份 §16.1 步骤⑤ L354 写 `I_photo = k_photo·m(x,y)·I_cal`、§1 L13 写 `I_photo = k_photo·m(x,y)·I_cal（§16.1 ⑤）`；**最高设计 §2.1 L125 与 §4.4 L330、`README.md` L52 写 `I_photo = k_photo·I_cal`（不含 `m(x,y)`）**，只有最高设计 §4.2 L276 与 §5.4 L408 含 `m(x,y)`。命令：`grep -n ""I_photo = "" ASTROCS_DESIGN.md README.md docs/science/*.md` → DESIGN 两处两种写法、README 一处不含、P"
AUD-101-DA01-根规范与科学.md,342,,| 重复或重叠对象 | ① **`F_syn` 定义式两份**：§2 符号表 L24 与 §2a.1 L44 同式（后者,docs/algorithms/PHOTOMETRIC_FIT.md,docs/algorithms/PHOTOMETRIC_FIT.md docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md docs/references/ docs/plugins/algorithms_phase1/06_photometry.md docs/science/SCIENCE_SCOPE.md docs/standards/NUMERIC_STANDARD.md,6,,,| 重复或重叠对象 | ① **`F_syn` 定义式两份**：§2 符号表 L24 与 §2a.1 L44 同式（后者带量纲），后者声明前者口径 → 合法（同文档内定义/摘要）。② **与 `docs/algorithms/PHOTOMETRIC_FIT.md`**：IRLS/Tukey 迭代的算法推导两份（本份 §5 给公式与常数、算法页给数值方法），**合法分层**；但本份 §5 已含实现行号，与算法页重叠。③ **与 `docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md`**（`docs/references/` 2 份之一）：本份 §14/§14a 的 11 条一手文献与档案页重叠，标准 01 §2「研究与佐证类以引用方式服务正本，不重复承载正本口径」→ **需核档案页是否在复述正本口径**（跨批项，登记 X-3）。④ 
AUD-101-DA01-根规范与科学.md,343,,| 处置建议 | **保留（主题正本）+ 三项迁移 + 四项清理**：① §16（方法链/论证/指针）整节迁 `docs,docs/algorithms/PHOTOMETRIC_FIT.md,docs/algorithms/PHOTOMETRIC_FIT.md docs/research/PHOTOMETRY_RESEARCH_PACK.md artifacts/evidence/photometry-formula-01/ docs/plugins/algorithms_phase1/06_photometry.md,4,,,"| 处置建议 | **保留（主题正本）+ 三项迁移 + 四项清理**：① §16（方法链/论证/指针）整节迁 `docs/algorithms/PHOTOMETRIC_FIT.md` 或 `docs/research/PHOTOMETRY_RESEARCH_PACK.md`，本份留指针（标准 01 §2 角色一一对应）；② 12 条 `run/` 证据锚迁 `artifacts/evidence/photometry-formula-01/` 并把""复现命令""写全；③ 误差预算数值正本三选一（建议 `docs/plugins/algorithms_phase1/06_photometry.md` §4.1，本份与最高设计 §4.4 均改指针）；④ 删 L5 元信息块的日期/T103/退役模块名；⑤ 删 L296 的 `W4-A6 处置 V12-N-03` 留痕；⑥ 统一 6 处 basen"
AUD-101-DA01-根规范与科学.md,345,,### 1.13 `docs/science/CONTROL_WEIGHT_SNR.md`,docs/science/CONTROL_WEIGHT_SNR.md,docs/science/CONTROL_WEIGHT_SNR.md,1,,,### 1.13 `docs/science/CONTROL_WEIGHT_SNR.md`
AUD-101-DA01-根规范与科学.md,349,,| 路径 | `docs/science/CONTROL_WEIGHT_SNR.md` |,docs/science/CONTROL_WEIGHT_SNR.md,docs/science/CONTROL_WEIGHT_SNR.md,1,,,| 路径 | `docs/science/CONTROL_WEIGHT_SNR.md` |
AUD-101-DA01-根规范与科学.md,357,,| 开头元信息块 | **有，且是三段**：L5-7 `> ID: SCI-CW-001..008  状态: FROZE,docs/architecture/execution_inventory.csv,docs/architecture/execution_inventory.csv,1,,,"| 开头元信息块 | **有，且是三段**：L5-7 `> ID: SCI-CW-001..008  状态: FROZEN  上游: SCI-SCOPE-001,`（**该行在逗号处截断、续到 L6-7**，是排版断裂的元信息块）；L9-10 `> local_snr 与 frame quality 的权威定义 = 本文件；code 与 docs/architecture/execution_inventory.csv 中的表述不构成 science authority`；**L12-23「> **重定义注记**」12 行 + L18「（claim `FIX-SCI-SNR-CANON-001`）」）** → 标准 01 §4「文档开头无元信息块（文档 ID、状态编号、版本锚、纪律声明等）」**四项全违**，且""重定义注记""正是 §4 禁的""历史叙事需要表达硬约束时用正向条款""的反例 |"
AUD-101-DA01-根规范与科学.md,359,,| 悬空引用 | **三条确证的悬空/错锚**（本批最硬）：① L128 与 L160 引「**DATA-UNC-001,docs/contracts/DATA_SEMANTICS.md,docs/contracts/DATA_SEMANTICS.md docs/algorithms/PHASE2_INTEGRATION.md docs/science/PHASE2_UPM.md 实验/absolute-snr/results/ lib/algorithms/noise_snr/…,5,,,"| 悬空引用 | **三条确证的悬空/错锚**（本批最硬）：① L128 与 L160 引「**DATA-UNC-001 §51**」为""Phase2 集成权重恒为逐样本 ivar""的出处——`docs/contracts/DATA_SEMANTICS.md` 实际最大节号是 **§31**（`grep -n ""^## "" docs/contracts/DATA_SEMANTICS.md` 末 5 行为 §27/§29/§28/§30/§31），**不存在 §51**；DATA-UNC-001 实际在 **§30**（L2699）。→ **悬空节号**，同类误引另见 `docs/algorithms/PHASE2_INTEGRATION.md` L129（跨批登记）。② L160 引「**DESIGN §4.3/§4.4**」为同一条权重口径的出处——最高设计 §4.3 是""输入合同（JS"
AUD-101-DA01-根规范与科学.md,360,,| 与上位文档冲突 | **四处**：① **§5 L159-161「唯一权重口径 = 逐样本 `ivar` 逆方差，无,docs/science/PHASE2_UPM.md,docs/science/PHASE2_UPM.md,1,,成立,| 与上位文档冲突 | **四处**：① **§5 L159-161「唯一权重口径 = 逐样本 `ivar` 逆方差，无 fallback」与本文件 §8c L229-233「唯一，无分支：`w = SNR²/F_ref² ≡ 1/σ_F²`」+ 最高设计 §2.2 L156-158 互斥**（G3 组，本批最重要发现）。② **§2b L104 引「节点间距按 `docs/science/PHASE2_UPM.md` §7a 由输入几何导出」——UPM 的节点间距规则在 §7a 规则 2（L185-188），节号实存且语义对** → 无冲突。③ **§8b L211「`frame_reconstruct`：HST 类高对比结构域…帧级标量更优（Δ≥32 起）」与 §8b L215 的条件式（换 `..._mesh_median_v1` 后稀疏更优）+ 最高设计 §5.3 L402 的转述
AUD-101-DA01-根规范与科学.md,361,,| 重复或重叠对象 | ① 与 `docs/science/PSF_SIGNAL_WEIGHT.md` §4：**同主题,docs/science/PSF_SIGNAL_WEIGHT.md,docs/science/PSF_SIGNAL_WEIGHT.md docs/science/NOISE_MODEL.md docs/science/UNIFIED_SCIENCE_MODEL.md docs/plugins/algorithms_phase1/07_noise_snr.md 实验/absolute-snr docs/science,6,,成立,"| 重复或重叠对象 | ① 与 `docs/science/PSF_SIGNAL_WEIGHT.md` §4：**同主题两份**（见 1.13 冲突①）。② 与 `docs/science/NOISE_MODEL.md` §5c：`sigma_slow²/sigma_w²` 两方差面在 §2b L92-99 与 NOISE_MODEL §5/§5c 各写一遍，公式一致（`sigma_w² = sigma_slow² + S_src/g`），差异只在 NOISE_MODEL 给逐项口径表 → 合法分层 + 复述。③ 与 `docs/science/UNIFIED_SCIENCE_MODEL.md` §4.1：`w = SNR²/F_ref² ≡ 1/σ_F²` 两份同式（后者无""逐样本 ivar""表述）。④ 与 `docs/plugins/algorithms_phase1/07_noise"
AUD-101-DA01-根规范与科学.md,364,,### 1.14 `docs/science/PSF_SIGNAL_WEIGHT.md`,docs/science/PSF_SIGNAL_WEIGHT.md,docs/science/PSF_SIGNAL_WEIGHT.md,1,,,### 1.14 `docs/science/PSF_SIGNAL_WEIGHT.md`
AUD-101-DA01-根规范与科学.md,368,,| 路径 | `docs/science/PSF_SIGNAL_WEIGHT.md` |,docs/science/PSF_SIGNAL_WEIGHT.md,docs/science/PSF_SIGNAL_WEIGHT.md,1,,,| 路径 | `docs/science/PSF_SIGNAL_WEIGHT.md` |
AUD-101-DA01-根规范与科学.md,373,,| 上游 | **有**：L3 `> 上游：ASTROCS_DESIGN.md §2.2（创新点二）、§4.4（输出合同,docs/science/UNIFIED_SCIENCE_MODEL.md,docs/science/UNIFIED_SCIENCE_MODEL.md,1,,,"| 上游 | **有**：L3 `> 上游：ASTROCS_DESIGN.md §2.2（创新点二）、§4.4（输出合同）`；**另有 L5-6 第二份上游声明**「上位：docs/science/UNIFIED_SCIENCE_MODEL.md ／ 依据：PixInsight PSF Signal Weight/PSF SNR 方法、Horne/Naylor 最优提取、Zackay & Ofek…」→ **同一文档两套上游（最高设计 + 同层另一份 science）**，标准 01 §1""每一层只由它的上一层推出"" + §3""标明其上游最高设计条款""→ **自造第二套上位关系 = 权威链缺陷** |"
AUD-101-DA01-根规范与科学.md,374,,| 下游 | 35 命中（root 1 / docs 12 / 实验 6 / 其他 16）。root 侧唯一：`ASTR,docs/science/PSF_SIGNAL_WEIGHT.md,docs/science/PSF_SIGNAL_WEIGHT.md docs/plugins/algorithms_phase1/07_noise_snr.md,2,,,| 下游 | 35 命中（root 1 / docs 12 / 实验 6 / 其他 16）。root 侧唯一：`ASTROCS_DESIGN.md` §4.4 L323「定义式、噪声项组成、天空受限分支、参考通量口径见 `docs/science/PSF_SIGNAL_WEIGHT.md`」→ **最高设计把帧级 SNR 的定义式正本指给本份，本份 §1-§2 却只给 `W_info` 点源信息权重、未给 `frame_snr` 的定义式与天空受限分支**（那份内容在 `docs/plugins/algorithms_phase1/07_noise_snr.md` 同句并列）→ **上位指定的正本与实际内容不符** |
AUD-101-DA01-根规范与科学.md,375,,| 是否该主题正本 | **待定**：`W_info`（点源信息权重）正本是本份 §2；`frame_snr` 定义式正,docs/plugins/algorithms_phase1/07_noise_snr.md,docs/plugins/algorithms_phase1/07_noise_snr.md,1,,,| 是否该主题正本 | **待定**：`W_info`（点源信息权重）正本是本份 §2；`frame_snr` 定义式正本按最高设计是本份、按实际内容与 CONTROL_WEIGHT_SNR 的指认是 `docs/plugins/algorithms_phase1/07_noise_snr.md` §4.1 → **两份上位指向矛盾，需裁决** |
AUD-101-DA01-根规范与科学.md,377,,| 日期/编号/sha/历史叙事 | 日期 **1 处：L41「> **PixInsight 官方公式（2026-09-,docs/science/CONTROL_WEIGHT_SNR.md,docs/science/CONTROL_WEIGHT_SNR.md,1,S2,,| 日期/编号/sha/历史叙事 | 日期 **1 处：L41「> **PixInsight 官方公式（2026-09-17 核对；GitLab … master，与官网 … 式号一致）**」**；任务编号 1 处（L141 节题「§9 参考文献与参考代码库（含许可证）— **SCI-001-S2 补齐**」）；sha 1 处（L122「固定 seed **20260921**」——是 seed 不是 commit，但同为一次性数值）；sha256 0；历史叙事 **L58「对象身份 `psfsw_robust_weight` **已退役**…旧产品声明该 token ⇒ 显式拒绝 + 迁移提示」+ L150「**已定案（原 UNRESOLVED）**：与 `docs/science/CONTROL_WEIGHT_SNR.md` §2a 的 `frame_snr` 语义冲突已按「同名两义分
AUD-101-DA01-根规范与科学.md,378,,| 悬空引用 | 扫描 15 条 / 报缺 6：① **L43 与 L53 两处「未独立核验」自证断链**——L43「`,docs/research/,docs/research/ 实验/absolute-snr/code/run_all.sh,2,,,"| 悬空引用 | 扫描 15 条 / 报缺 6：① **L43 与 L53 两处「未独立核验」自证断链**——L43「`PSFFluxPower=Σf_j²`…**该串在 `02-PSF_Flux_Weighting_Algorithms.pidoc` 全文（25471 字符）中不存在**，应在 PCL 头文件侧，**需补一手锚点后才可引用**」；L53「**未独立核验**：PCL 头文件在 `gitlab.com/pixinsight/PCL` 的常见路径上 404，该行数值与下一条元数据断言均待补一手锚点」→ **文档内明写""引用锚不存在""**，属自登记的悬空（应移入 `docs/research/` 或标注为未落地）。② L125 引 `07_noise_snr.md §4.2a`（实存）、L122 `code/run_all.sh`（`实验/absolute-snr/code/ru"
AUD-101-DA01-根规范与科学.md,380,,| 重复或重叠对象 | ① **与 `docs/science/CONTROL_WEIGHT_SNR.md` §8c/§,docs/science/CONTROL_WEIGHT_SNR.md,docs/science/CONTROL_WEIGHT_SNR.md docs/science/UNIFIED_SCIENCE_MODEL.md docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md docs/research/SNR_WEIGHT_RESEARCH_PACK.md docs/science/NOISE_MODEL.md,5,,,"| 重复或重叠对象 | ① **与 `docs/science/CONTROL_WEIGHT_SNR.md` §8c/§2a（最重的重复对）**：两份都给「单一权重口径 + `w=SNR²/F_ref²≡1/σ_F²` + 阶段一/二分工三步链」。逐段对照：本份 L82-89「阶段一 产出稀疏 SNR 控制点（控制点存绝对 SNR，不乘/除帧级标量）／阶段二 先用每帧的稀疏控制点重建稠密 SNR 面…再取逆方差（最优功率）定权 w(x,y)=… → 叠加」；CONTROL_WEIGHT_SNR L237「**生产默认组合**：阶段一产**稀疏** SNR 控制点（控制点存**绝对** SNR，不乘/除帧级标量）→ 阶段二用**每帧的稀疏控制点重建稠密 SNR 面** → 取逆方差定权 → 叠加」。**差异仅在最后有无 `→ 叠加` 与措辞粗体**；两份都在同段声明""不存在第二口径/fail"
AUD-101-DA01-根规范与科学.md,381,,"| 处置建议 | **合并 + 拆分**：① 与 CONTROL_WEIGHT_SNR §8c 的""单一权重口径""三处（",docs/science/,docs/science/ docs/research/SNR_WEIGHT_RESEARCH_PACK.md,2,,,"| 处置建议 | **合并 + 拆分**：① 与 CONTROL_WEIGHT_SNR §8c 的""单一权重口径""三处（本份 §4、CW §2a/§8c、UNIFIED §4.1）**合一**，正本随 G3 裁决落 `docs/science/`（建议 CONTROL_WEIGHT_SNR 改名或本份并入）；② §3 PixInsight 核对块（40 行）迁 `docs/research/SNR_WEIGHT_RESEARCH_PACK.md`，本份留""两对象不入库、只作方法学对照""一句 + 指针；③ 修两份上游为一条（删除 L5-6""上位：另一份 science""）；④ 清 L41 日期、L150/L58/L91/L201 历史叙事为正向条款；⑤ 落实最高设计 §4.4 指定的 `frame_snr` 定义式与""天空受限分支""（本份补 or 上位改指） |"
AUD-101-DA01-根规范与科学.md,383,,### 1.15 `docs/science/NOISE_MODEL.md`,docs/science/NOISE_MODEL.md,docs/science/NOISE_MODEL.md,1,,,### 1.15 `docs/science/NOISE_MODEL.md`
AUD-101-DA01-根规范与科学.md,387,,| 路径 | `docs/science/NOISE_MODEL.md` |,docs/science/NOISE_MODEL.md,docs/science/NOISE_MODEL.md,1,,,| 路径 | `docs/science/NOISE_MODEL.md` |
AUD-101-DA01-根规范与科学.md,390,,| 角色（标准 01 §2） | **科学定义**（一致）；§5b 噪声分类学带大量一手文献量级对照（SWarp/SEx,docs/research/,docs/research/,1,,,"| 角色（标准 01 §2） | **科学定义**（一致）；§5b 噪声分类学带大量一手文献量级对照（SWarp/SExtractor/SEP/photutils 逐条 file:line）属""研究与佐证""混装但**必要**（作为方差项溯源锚）→ 可接受，但按 §2 应拆 `docs/research/` |"
AUD-101-DA01-根规范与科学.md,393,,| 下游 | 75 命中（root 3 / docs 23 / 实验 20 / 其他 29）。root 3 份：**`A,docs/science/NOISE_MODEL.md,docs/science/NOISE_MODEL.md,1,,,"| 下游 | 75 命中（root 3 / docs 23 / 实验 20 / 其他 29）。root 3 份：**`ASTROCS_DESIGN.md`（§2.2 L146 指定「正本为 `docs/science/NOISE_MODEL.md` §5b」）**、`CMakeLists.txt`、`README.md`（L56）→ 是 science 中上位指名""正本""的两份之一 |"
