id,category,priority,producer,release_blocker,owner_decision,title,fix_state,verified_state,evidence_file_field,n_headings,file,line,files_all
V21-N-07,C_ALG_IMPL,P1,V21,Y,,"（P1）打包链 rc 全丢：`scripts/package_audit.py:29-30,34,62` + `tools/quality/build_v19r{2,3,4}_package.py`（`r2:52-56,69,197-198",OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V21.md,1,问题扫描/findings/C_ALG_IMPL/p1/V21.md,44,问题扫描/findings/C_ALG_IMPL/p1/V21.md
V21-N-12,C_ALG_IMPL,P1,V21,Y,,（P1）产品 manifest 的完整性两面在整条链上被「**期望为空**」短路 ⇒ 换掉 `modules/*.dll` 只要文件存在即放行,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V21.md,1,问题扫描/findings/C_ALG_IMPL/p1/V21.md,3,问题扫描/findings/C_ALG_IMPL/p1/V21.md
V21-N-13,C_ALG_IMPL,P1,V21,Y,,（P1）`module_adapters.cpp` 节点 manifest 有 **14 个键写出后全仓零回读**（含 docs/tests/tools）,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V21.md,1,问题扫描/findings/C_ALG_IMPL/p1/V21.md,10,问题扫描/findings/C_ALG_IMPL/p1/V21.md
V21-N-15,C_ALG_IMPL,P1,V21,Y,,（P1·**§10.5 门禁的第一根因**）`cli/commands.cpp:912` `g.has_stage_annotation = true;` 与 `:946` `g.monitor_present = true;` —— 两个,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V21.md,1,问题扫描/findings/C_ALG_IMPL/p1/V21.md,15,问题扫描/findings/C_ALG_IMPL/p1/V21.md
V21-N-16,C_ALG_IMPL,P1,V21,Y,,（P1）`cli/commands.cpp:901` `g.kind = astrocs::ResKind::Compute;` 是**生产唯一 kind 写点** ⇒ 四条分类判据分支在生产不可达,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V21.md,1,问题扫描/findings/C_ALG_IMPL/p1/V21.md,19,问题扫描/findings/C_ALG_IMPL/p1/V21.md
V21-N-17,C_ALG_IMPL,P1,V21,Y,,（P1）内存回压**双哨兵恒假** ⇒ §17.6「无界内存增长属发布禁止项」在产品面**失去执行者**,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V21.md,1,问题扫描/findings/C_ALG_IMPL/p1/V21.md,23,问题扫描/findings/C_ALG_IMPL/p1/V21.md
V7-N-04,C_ALG_IMPL,P1,V7,Y,,drizzle 引擎 `has_cd` 只看 CD 对角 ⇒ 合法「对角双零」WCS 被**静默替换**为 CDELT·CROTA2，交付天区几何错（**前台由 P2 升 P1**）,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V7.md,1,问题扫描/findings/C_ALG_IMPL/p1/V7.md,3,问题扫描/findings/C_ALG_IMPL/p1/V7.md
V7-N-05,C_ALG_IMPL,P1,V7,Y,C-09,（P3）`p1_snr.json` 不回显生效 SNR 科学配置，九键缺键→0.0 后**改了什么数值不可归因**,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V7.md,1,问题扫描/findings/C_ALG_IMPL/p1/V7.md,12,问题扫描/findings/C_ALG_IMPL/p1/V7.md
V7-N-06,C_ALG_IMPL,P1,V7,Y,,（P3）`calibrate` 交付面 `dark_scale` 双语义：「应用了 K=1.0」与「暗优化未执行」逐字段不可分,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V7.md,1,问题扫描/findings/C_ALG_IMPL/p1/V7.md,16,问题扫描/findings/C_ALG_IMPL/p1/V7.md
V7-N-07,C_ALG_IMPL,P1,V7,Y,,"（P3）`nested` 的类型强制与同文件同批纪律相反 ⇒ 用户 `""0""` 得到 NESTED，**tile ipix 全重排**",OPEN,,问题扫描/findings/C_ALG_IMPL/p1/V7.md,1,问题扫描/findings/C_ALG_IMPL/p1/V7.md,20,问题扫描/findings/C_ALG_IMPL/p1/V7.md
W1-N-01,C_ALG_IMPL,P1,W1,Y,,（P1）ipv_select.cpp 触顶判据的**重写基于错误前提**：新注释断言每文件顺序截断，实为跨文件全局硬顶,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W1.md,1,问题扫描/findings/C_ALG_IMPL/p1/W1.md,3,问题扫描/findings/C_ALG_IMPL/p1/W1.md
W1-N-04,C_ALG_IMPL,P1,W1-b,Y,,（P1）未跟踪新代码 `lib/snr_estimator/src/module_entry.cpp`：JSON 整数字段**无界转 int**（UB 面），且同文件已有正确示范 ⇒ 边界校验只做一半,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W1-b.md,1,问题扫描/findings/C_ALG_IMPL/p1/W1-b.md,3,问题扫描/findings/C_ALG_IMPL/p1/W1-b.md
W3-R2-001,C_ALG_IMPL,P1,W3,Y,,（P1）`aio_upm` 原子晋升在 Windows 正常路径＝**先删旧再 rename**，双失败时**新旧模型同灭**,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W3.md,1,问题扫描/findings/C_ALG_IMPL/p1/W3.md,3,问题扫描/findings/C_ALG_IMPL/p1/W3.md
W3-R2-002,C_ALG_IMPL,P1,W3,Y,,（P1）**取消通道整体断线**：`astrocs_host_state_set_cancel` 全仓零调用 ⇒ `cancel.is_cancelled` 恒 false,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W3.md,1,问题扫描/findings/C_ALG_IMPL/p1/W3.md,7,问题扫描/findings/C_ALG_IMPL/p1/W3.md
W3-R2-003,C_ALG_IMPL,P1,W3,Y,,（P1）进程级峰值观测单例**无 epoch 复位** ⇒ node trace 的 `workers` 被记成**全进程历史峰值**,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W3.md,1,问题扫描/findings/C_ALG_IMPL/p1/W3.md,11,问题扫描/findings/C_ALG_IMPL/p1/W3.md
W3-R2-005,C_ALG_IMPL,P1,W3-b,Y,,（P1）provider 租约释放不配对：未 acquire 必 release、acquire(1) 失败被忽略、host_release 无钳制 ⇒ 预算计数器可为负,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p1/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p1/W3-b.md
W3-R2-006,C_ALG_IMPL,P1,W3-b,Y,,（P1）主线程在采样线程存活期内无同步调用 ProcessMonitor::summary() ⇒ 数据竞争（UB）,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p1/W3-b.md,14,问题扫描/findings/C_ALG_IMPL/p1/W3-b.md
W6-N-01,C_ALG_IMPL,P1,W6,Y,,（P1）三面对账：CTest 登记面把 **6 个「结构上永不可生成」的用例名当存量在册**，门无「可达性」维度,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W6.md,1,问题扫描/findings/C_ALG_IMPL/p1/W6.md,3,问题扫描/findings/C_ALG_IMPL/p1/W6.md
W6-N-02,C_ALG_IMPL,P1,W6,Y,,（P1）`V19-N-05` 复验：**21 道门的宿主工具声明一条未补**；按更宽口径本轴另得 **74 门**（两口径不可混用）,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W6.md,1,问题扫描/findings/C_ALG_IMPL/p1/W6.md,8,问题扫描/findings/C_ALG_IMPL/p1/W6.md
W6-N-03,C_ALG_IMPL,P1,W6,Y,,（P1）安装面白名单**不闭合**：实装文件超出合同 2 个，且唯一白名单校验器**三面零注册**,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W6.md,1,问题扫描/findings/C_ALG_IMPL/p1/W6.md,13,问题扫描/findings/C_ALG_IMPL/p1/W6.md
W6-N-04,C_ALG_IMPL,P1,W6-b,Y,,（P1）`C-14` 扩散复验：**struct_size 三家未做、V11 四站点全未修、镜像面仍零采集**,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W6-b.md,1,问题扫描/findings/C_ALG_IMPL/p1/W6-b.md,3,问题扫描/findings/C_ALG_IMPL/p1/W6-b.md
W6-N-05,C_ALG_IMPL,P1,W6-b,Y,,（P1）导出面合同**无机器消费者**：ARC-001 只有 schema 无实例、Windows 符号门判据「非空即过」、Linux 侧零采集,OPEN,,问题扫描/findings/C_ALG_IMPL/p1/W6-b.md,1,问题扫描/findings/C_ALG_IMPL/p1/W6-b.md,8,问题扫描/findings/C_ALG_IMPL/p1/W6-b.md
V10-N-07,C_ALG_IMPL,P2,V10-c,N,,（P2）三个 module_entry 的**自定义 JSON 解析器**：数组元素数无上限（先巨额分配再拒）、`double→uint64` 无 `isfinite`（`1e999`→inf→转整 UB）,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md,1,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md,3,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md
V10-N-08,C_ALG_IMPL,P2,V10-c,N,,（P2，**现产不可达**）`hips_order` 第四站点无界 ⇒ `1u << leaf_order_` 移位 UB；orchestrator 同字段整段静默跳过 SIP,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md,1,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md,10,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md
V10-N-09,C_ALG_IMPL,P2,V10-c,N,,（P3）CLI/环境变量面裸解析：同 TU 已有带 `endptr` 的写法未推广,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md,1,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md,15,问题扫描/findings/C_ALG_IMPL/p2/V10-c.md
V20-N-02,C_ALG_IMPL,P2,V20,N,,（P2｜面1）`max_workers` 六模块解析、四个生效、**两个零消费**，其中 hips 连「仅作回显」的承诺都不成立,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20.md,4,问题扫描/findings/C_ALG_IMPL/p2/V20.md
V20-N-03,C_ALG_IMPL,P2,V20-c,N,,（P2·面1+面3）snr 的 `noise_cfg` 判别位与冗余副本**只写不读**，而**同结构体其余字段全都读** ⇒ 是漏接不是设计,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20-c.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20-c.md,3,问题扫描/findings/C_ALG_IMPL/p2/V20-c.md
V20-N-04,C_ALG_IMPL,P2,V20,N,,（P2｜面2）`cli/commands.cpp`（sha `b85aec30ec7c`）`--resource-detail` 两档**唯一行为差别是多两个字段** ⇒ 「timeseries 详略」从未产出任何曲线点,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20.md,8,问题扫描/findings/C_ALG_IMPL/p2/V20.md
V20-N-05,C_ALG_IMPL,P2,V20-b,N,,（P2·面1）phase3 平铺「特征键」`output_fits_path`/`sampler_used`/`mode` 的**值全仓零消费，但存在却改判**,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,3,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md
V20-N-07,C_ALG_IMPL,P2,V20-b,N,,（P2·面3）导出面形参三态：`(void)` 刻意未用 41 处 对 **真·零引用未标注 4 处**,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,8,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md
V20-N-08,C_ALG_IMPL,P2,V20-b,N,,（P2·面3+面4）`P3nGeom.frame` 与 `coverage_output`：**唯一合法值就是缺省值**，且写入后全仓零读者,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,12,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md
V20-N-09,C_ALG_IMPL,P2,V20-b,N,,（P2·面3）**只写不读字段已成簇**：6 个结构体 / 18 个字段,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md,17,问题扫描/findings/C_ALG_IMPL/p2/V20-b.md
V20-N-11,C_ALG_IMPL,P2,V20-c,N,,（轴主定 **P3**，账本按现存三档落 P2 并注记）非法值折叠到缺省：`snr_max_sources` 的 **写 -1／不写／写 0 三态折叠不可区分**,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20-c.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20-c.md,8,问题扫描/findings/C_ALG_IMPL/p2/V20-c.md
V20-N-12,C_ALG_IMPL,P2,V20-d,N,,（P2·面1）`p3_verify.json` 读 `module_build_id` 而生产者**从不写该键** ⇒ 交付产物的这个 provenance 字段恒为空串,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V20-d.md,1,问题扫描/findings/C_ALG_IMPL/p2/V20-d.md,3,问题扫描/findings/C_ALG_IMPL/p2/V20-d.md
V21-N-03,C_ALG_IMPL,P2,V21,N,,"（P2）`cli/monitor.h:144,157,179-180` + 唯一调用点 `:230`：Linux 分支自算的 `bool ok` 被 `(void)ok;` **丢弃并无条件 `return true;`**，调用者又丢弃 ",OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V21.md,1,问题扫描/findings/C_ALG_IMPL/p2/V21.md,12,问题扫描/findings/C_ALG_IMPL/p2/V21.md
V21-N-04,C_ALG_IMPL,P2,V21,N,,"（P2）`modules/conformance/echo/src/echo_module.c:350,362,371`：出参 `acs_error_info_v1 aerr/rerr` 被 `artifact_open`/`read_al",OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V21.md,1,问题扫描/findings/C_ALG_IMPL/p2/V21.md,15,问题扫描/findings/C_ALG_IMPL/p2/V21.md
V21-N-08,C_ALG_IMPL,P2,V21,N,,（P2）`cli/resource_recorder.h:43` 的 `ResRecord::system_cpu_pct`：**表头有该列（`:229-231`）、序列化 fprintf 有该参数（`:235-243`），而全仓赋值点 =,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V21.md,1,问题扫描/findings/C_ALG_IMPL/p2/V21.md,18,问题扫描/findings/C_ALG_IMPL/p2/V21.md
V21-N-09,C_ALG_IMPL,P2,V21,N,,"（P2）`cli/monitor.h:76-79`（填点 `:124-126,:138-140,:166-167,:175-176`）+ `:245`：`ProcSample` 五字段 **prodW>0 而 prodR=0**（`read",OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V21.md,1,问题扫描/findings/C_ALG_IMPL/p2/V21.md,21,问题扫描/findings/C_ALG_IMPL/p2/V21.md
V21-N-10,C_ALG_IMPL,P2,V21,N,,"（P2）`include/astrocs/core/context.h:31-39,170-200` + `lib/core/src/context.cpp:28-52` + `logging.cpp:52-112`：**RunContex",OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V21.md,1,问题扫描/findings/C_ALG_IMPL/p2/V21.md,24,问题扫描/findings/C_ALG_IMPL/p2/V21.md
V21-N-11,C_ALG_IMPL,P2,V21,N,,"（P2）`lib/astro_image_io/include/hiss_format.h:352` 的 `uint32_t n_contrib`（注释自述「诊断用」）：生产写 2 点（`drizzle_engine.cpp:1251,23",OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V21.md,1,问题扫描/findings/C_ALG_IMPL/p2/V21.md,28,问题扫描/findings/C_ALG_IMPL/p2/V21.md
V21-N-14,C_ALG_IMPL,P2,V21,N,,（P2）安装树合同与产品清单的版本/归因字段：`packaging/install-tree.contract.json:5` 的 `target_version = 0.11.0-alpha.1` 对根 `VERSION = 0.11.0,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V21.md,1,问题扫描/findings/C_ALG_IMPL/p2/V21.md,3,问题扫描/findings/C_ALG_IMPL/p2/V21.md
V7-N-01,C_ALG_IMPL,P2,V7,N,,（P2）cosmetic 参数面**两通道值域几乎不相交**：同一 config 在 IR 生产通道与 DLL 通道交付**不同像素**，且 IR 侧全静默兜底,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V7.md,1,问题扫描/findings/C_ALG_IMPL/p2/V7.md,13,问题扫描/findings/C_ALG_IMPL/p2/V7.md
V7-N-02,C_ALG_IMPL,P2,V7,N,C-09,"（P2）SIP 缺键→36 个系数全零但 `present=true` ⇒ 交付**声明""畸变已修""而实际未修**；判别位记声明值不记生效值",OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V7.md,1,问题扫描/findings/C_ALG_IMPL/p2/V7.md,21,问题扫描/findings/C_ALG_IMPL/p2/V7.md
V7-N-03,C_ALG_IMPL,P2,V7,N,C-09,（P2，**机制级**，本卷最值一条）typed-artifact 消费面「缺键 ⇒ 就地默认」全仓规模：兜底把**上游显式拒绝的非法值**制度化,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/V7.md,1,问题扫描/findings/C_ALG_IMPL/p2/V7.md,5,问题扫描/findings/C_ALG_IMPL/p2/V7.md
W3-R2-004,C_ALG_IMPL,P2,W3-b,N,,（P2）p1_session_run 仍全局改写 OpenMP ICV 且不恢复；登记锚已漂移（:162-165 → 现 :259-263）,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md
W3-R2-007,C_ALG_IMPL,P2,W3-b,N,,（P2）astrocs_process.h 承诺「超时杀进程树」，实现=单进程 SIGKILL；无进程组/Job Object、无 SIGTERM 宽限,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,9,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md
W3-R2-008,C_ALG_IMPL,P2,W3-b,N,,（P2）executor.cpp 头注宣称「全仓唯一 executor 池、scheduler 不再自建 std::thread 池」，同树 scheduler 每 run 自建 budget_ 池,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,18,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md
W3-R2-009,C_ALG_IMPL,P2,W3-b,N,,（P2）p1_atomic_publish 兜底「删目标再 rename」且注释自证不违反原子性；同仓另一处注释明令禁止同型——两文一题互相矛盾,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,28,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md
W3-R2-010,C_ALG_IMPL,P2,W3-b,N,,（P2）aio_frame_save_cache：tmp 以 _wfopen(UTF-16) 打开、改名却用 MoveFileExA(ACP)——同函数开/提编码口径相反,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,38,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md
W3-R2-011,C_ALG_IMPL,P2,W3-b,N,,（P2）CON-008 BoundedAsyncQueue 缺 §10.6 五判据中的「超时」；全仓零生产消费者,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,47,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md
W3-R2-012,C_ALG_IMPL,P2,W3-b,N,,（P2）节点 plan 自报 max_workers 只进重节点闸门、不进租约请求：writer 自报 1「不占整份预算」实际按整份申请,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,1,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md,56,问题扫描/findings/C_ALG_IMPL/p2/W3-b.md
W6-N-06,C_ALG_IMPL,P2,W6,N,,（P2）preset 契约声明指向**不存在文件**、其校验器零注册，`build.sh` 与 preset 面不同源,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W6.md,1,问题扫描/findings/C_ALG_IMPL/p2/W6.md,3,问题扫描/findings/C_ALG_IMPL/p2/W6.md
W6-N-07,C_ALG_IMPL,P2,W6,N,,（P2）头独立编译：**唯一悬空引号 include + 8 处 stddef 闭包缺**，且仓内无此类门,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W6.md,1,问题扫描/findings/C_ALG_IMPL/p2/W6.md,8,问题扫描/findings/C_ALG_IMPL/p2/W6.md
W6-N-08,C_ALG_IMPL,P2,W6,N,,（P2）`ACR-DORMANT`（fast+双 main、**非豁免**）的 nm 判据锚 `build/root-cmake/astrocs` 在 **CI 三面零生产者** ⇒ 恒不执行却末行打 PASS,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W6.md,1,问题扫描/findings/C_ALG_IMPL/p2/W6.md,16,问题扫描/findings/C_ALG_IMPL/p2/W6.md
W6-N-09,C_ALG_IMPL,P2,W6,N,,（P2）`p1_noise_adapter` 的「自动复活」承诺**在受跟踪面缺落点** ⇒ 永久零注册却双在册,OPEN,,问题扫描/findings/C_ALG_IMPL/p2/W6.md,1,问题扫描/findings/C_ALG_IMPL/p2/W6.md,24,问题扫描/findings/C_ALG_IMPL/p2/W6.md
V7-N-08,C_ALG_IMPL,P?,V7,N,,"（P3）亲和性探测失败 ⇒ 静默按 1 核，**无「探测失败」判别位** ⇒ run manifest 的 `budget=1` 与""真 1 核机""同值",OPEN,,问题扫描/findings/C_ALG_IMPL/p3/V7.md,1,问题扫描/findings/C_ALG_IMPL/p3/V7.md,3,问题扫描/findings/C_ALG_IMPL/p3/V7.md
V7-N-09,C_ALG_IMPL,P?,V7,N,,**判否负清单**（V7 逐行核为 fail-closed / 非缺陷，各轴与后续扫描**不得重报**）,OPEN,NOT_A_DEFECT,问题扫描/findings/C_ALG_IMPL/p3/V7.md,1,问题扫描/findings/C_ALG_IMPL/p3/V7.md,13,问题扫描/findings/C_ALG_IMPL/p3/V7.md
V7-N-10,C_ALG_IMPL,P?,V7,N,,（P2）杜撰锚残留：`module_entry.cpp:355` 仍以「`API-DRZ-001` 默认 1.0」为 pixfrac 缺键依据，而该节**无默认条款**（`M2a-C-6` 已实证）,OPEN,,问题扫描/findings/C_ALG_IMPL/p3/V7.md,1,问题扫描/findings/C_ALG_IMPL/p3/V7.md,9,问题扫描/findings/C_ALG_IMPL/p3/V7.md
M1a-C-001,C_DOC_CODE_GAP,P0,M1a,Y,A-09,"SIP 逆向冻结口径三方割裂（SCI/ALG 说 7×7、代码是 41×41 阶5 + 81×81 阶7）；SCI 冻结 1e-4 px 门在生产导出的 36 项一步逆上自证""数学不可达""，验收门实际钉在不可导出的迭代/APx 路径上",OPEN,,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,3,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md
M1a-C-002,C_DOC_CODE_GAP,P0,M1a,Y,,"trans 线性奇异：SCI 承诺""返回参数错误""，实现仅 warn 并恒设 success=true，可回写冒称 TAN-SIP 的退化头",FIXED,FIXED,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,29,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md
M1a-C-003,C_DOC_CODE_GAP,P0,M1a,Y,,"p1_op_wcs 自检以 0-based 数组下标喂 1-based 契约的 WcsTan；两条门与""独立参考解""共用同一原点 ⇒ 对原点平移零判别力；发布工件 p1_wcs.json 的 samples 无像素原点声明",OPEN,,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,47,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md
M1a-C-004,C_DOC_CODE_GAP,P0,M1a,Y,A-08,"alpha 适用 FOV ≤ 20° 为冻结约束但全仓零强制点；三处合同对""是否硬门""互斥；超限/半球外像素静默留 NaN 仍计数发布",OPEN,,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md,67,问题扫描/findings/C_DOC_CODE_GAP/p0/M1a_L01_L02.md
M2a-C-1,C_DOC_CODE_GAP,P0,M2a,Y,,"DLL 通道把 out_match_idx 截断为 matched_count 个元素，破坏""坐标序 + −1 表示未匹配""合同；部分未命中时行↔坐标映射不可恢复",FIXED,FIXED,问题扫描/findings/C_DOC_CODE_GAP/p0/M2a_L04_L10.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M2a_L04_L10.md,5,问题扫描/findings/C_DOC_CODE_GAP/p0/M2a_L04_L10.md
M2b-C-01,C_DOC_CODE_GAP,P0,M2b,Y,A-22,【部分修复】HiPS 生产写出仍为直写（无 staging/rename/fsync/COMPLETE），AIO 树内其它子系统已用原子原语而 HiPS writer 未采用；module_adapters 两处调用点注释仍称「AIO-00,OPEN,,问题扫描/findings/C_DOC_CODE_GAP/p0/M2b_L03_L15.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M2b_L03_L15.md,5,问题扫描/findings/C_DOC_CODE_GAP/p0/M2b_L03_L15.md
M3-C-001,C_DOC_CODE_GAP,P0,M3,Y,,SCI-PHOT 冻结的参考星数门（`|r_consistent|>=3`/`|r_inliers|>=2`）在实现中不存在：一颗星即可定标整帧,FIXED,FIXED,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md,7,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md
M3-C-002,C_DOC_CODE_GAP,P0,M3,Y,,SCI-PHOT 的饱和/质量标志判据在接口与实现中都不存在，饱和星可进零点拟合,PARTIAL,VERIFIED,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md,31,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md
M3-C-003,C_DOC_CODE_GAP,P0,M3,Y,A-03,冻结 SCI 的 `min_samples` 默认 5 与实现 64 相差 12.8 倍，ALG 径行「不改 SCI，以代码为准」= 权威层级倒置,OPEN,,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md,59,问题扫描/findings/C_DOC_CODE_GAP/p0/M3_L05_L07.md
M3b-C-01,C_DOC_CODE_GAP,P0,M3b,Y,,生产 PSF 质心 ~0.5px 系统性偏差：已知未闭合的 BLOCKER 只活在归档层，规范层反宣称「无 0.5px 量化损失」,OPEN,,问题扫描/findings/C_DOC_CODE_GAP/p0/M3b_L06.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M3b_L06.md,3,问题扫描/findings/C_DOC_CODE_GAP/p0/M3b_L06.md
M3b-C-02,C_DOC_CODE_GAP,P0,M3b,Y,,注册节点 star-psf 实装第三套未登记检测器；「唯一生产源」三处宣称被证伪（第三次同模式）,OPEN,,问题扫描/findings/C_DOC_CODE_GAP/p0/M3b_L06.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M3b_L06.md,25,问题扫描/findings/C_DOC_CODE_GAP/p0/M3b_L06.md
M4-C-01,C_DOC_CODE_GAP,P0,M4,Y,,kcorr_lookup 把非均匀 pixfrac 网格当均匀插值：生产默认 0.8 列返回表外值，偏差 +1.5%/+2.1%,FIXED,FIXED,问题扫描/findings/C_DOC_CODE_GAP/p0/M4_L08_L09.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M4_L08_L09.md,4,问题扫描/findings/C_DOC_CODE_GAP/p0/M4_L08_L09.md
M4-C-02,C_DOC_CODE_GAP,P0,M4,Y,,SCI 冻结弱零锚 1e-3 在两条生产装配均为 0；ALG「同值生产装配」为不实陈述,FIXED,FIXED,问题扫描/findings/C_DOC_CODE_GAP/p0/M4_L08_L09.md,1,问题扫描/findings/C_DOC_CODE_GAP/p0/M4_L08_L09.md,23,问题扫描/findings/C_DOC_CODE_GAP/p0/M4_L08_L09.md
