dataset,star_id,mode,flux_ADU,var_ADU2,snr,fwhm_px,sum_w_adu-2,sum_q_adu-1,note
M42_Halpha,S021,w_info,304104,436.415,14557,2.50046,0.00229139,696.823,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S021,psfsw,350538,220773,746.041,2.41888,0.00229139,696.823,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,S022,equal,327844,2240.58,6926.07,2.76977,0.00229587,667.663,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
M42_Halpha,S022,exposure,344026,2629.66,6708.74,2.75262,0.00229587,667.663,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
M42_Halpha,S022,ivar,279463,1702.6,6772.81,2.80272,0.00229587,667.663,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
M42_Halpha,S022,w_info,290811,435.565,13934.3,2.7465,0.00229587,667.663,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
M42_Halpha,S022,psfsw,350081,233331,724.74,2.66175,0.00229587,667.663,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
M42_Halpha,AGG,equal,,,,,,,n=8
M42_Halpha,AGG,exposure,,,,,,,n=8
M42_Halpha,AGG,ivar,,,,,,,n=8
M42_Halpha,AGG,w_info,,,,,,,n=8
M42_Halpha,AGG,psfsw,,,,,,,n=8
M42_Halpha,GROUP_TOTAL,psfsw,3.7053e+06,1.70445e+07,897.493,4.05951,,,all_stars_concatenated
NGC1727,S065,equal,637884,14000.4,5391.04,3.38549,0.000228384,145.642,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S065,exposure,637884,14000.4,5391.04,3.38549,0.000228384,145.642,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S065,ivar,637675,13021.3,5588.19,3.33617,0.000228384,145.642,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S065,w_info,637707,4378.6,9637.26,3.5034,0.000228384,145.642,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S065,psfsw,640973,1.22173e+06,579.899,3.44791,0.000228384,145.642,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,S075,equal,605325,19975.4,4282.93,3.25367,0.000168278,101.524,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S075,exposure,605325,19975.4,4282.93,3.25367,0.000168278,101.524,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S075,ivar,604477,18398.4,4456.45,3.17072,0.000168278,101.524,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S075,w_info,603312,5942.54,7826.29,3.08492,0.000168278,101.524,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S075,psfsw,605236,1.70737e+06,463.191,3.05813,0.000168278,101.524,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,S087,equal,573805,12953.5,5041.63,3.52664,0.000237656,137.3,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S087,exposure,573805,12953.5,5041.63,3.52664,0.000237656,137.3,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S087,ivar,575287,12077.6,5234.73,3.45376,0.000237656,137.3,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S087,w_info,577729,4207.77,8906.31,3.36411,0.000237656,137.3,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S087,psfsw,580682,1.1693e+06,537.002,3.33801,0.000237656,137.3,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,S088,equal,573283,15272.3,4638.92,3.18692,0.000244267,139.992,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S088,exposure,573283,15272.3,4638.92,3.18692,0.000244267,139.992,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S088,ivar,573810,13384.8,4959.77,3.10425,0.000244267,139.992,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S088,w_info,573112,4093.89,8957.18,3.03018,0.000244267,139.992,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S088,psfsw,573198,1.36218e+06,491.12,2.97076,0.000244267,139.992,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,S091,equal,575157,10720.1,5555.05,3.18668,0.000302257,172.37,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S091,exposure,575157,10720.1,5555.05,3.18668,0.000302257,172.37,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S091,ivar,573550,10103.9,5705.95,3.12294,0.000302257,172.37,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S091,w_info,570275,3308.44,9914.54,3.056,0.000302257,172.37,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S091,psfsw,567955,979678,573.815,3.01697,0.000302257,172.37,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,S095,equal,571685,17594.9,4309.87,3.2689,0.000175148,100.497,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S095,exposure,571685,17594.9,4309.87,3.2689,0.000175148,100.497,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S095,ivar,572964,17047.8,4388.26,3.26638,0.000175148,100.497,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S095,w_info,573782,5709.47,7593.62,3.16944,0.000175148,100.497,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S095,psfsw,575765,1.81563e+06,427.298,3.08358,0.000175148,100.497,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,S111,equal,535045,10837.4,5139.57,3.30003,0.000311275,167.615,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S111,exposure,535045,10837.4,5139.57,3.30003,0.000311275,167.615,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S111,ivar,536611,9403.72,5533.63,3.24103,0.000311275,167.615,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S111,w_info,538479,3212.59,9500.39,3.15416,0.000311275,167.615,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S111,psfsw,541558,956120,553.846,3.08342,0.000311275,167.615,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,S114,equal,514887,11183.4,4868.83,3.44284,0.000280818,145.446,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC1727,S114,exposure,514887,11183.4,4868.83,3.44284,0.000280818,145.446,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC1727,S114,ivar,516280,10517.4,5034.21,3.38502,0.000280818,145.446,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC1727,S114,w_info,517935,3561.02,8679.36,3.29701,0.000280818,145.446,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC1727,S114,psfsw,520212,1.01859e+06,515.442,3.26085,0.000280818,145.446,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC1727,AGG,equal,,,,,,,n=8
NGC1727,AGG,exposure,,,,,,,n=8
NGC1727,AGG,ivar,,,,,,,n=8
NGC1727,AGG,w_info,,,,,,,n=8
NGC1727,AGG,psfsw,,,,,,,n=8
NGC1727,GROUP_TOTAL,psfsw,4.60558e+06,8.18448e+07,509.083,3.44791,,,all_stars_concatenated
NGC247,S035,equal,917355,30506.2,5252.23,3.66962,8.80706e-05,83.1692,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S035,exposure,917355,30506.2,5252.23,3.66962,8.80706e-05,83.1692,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S035,ivar,940118,25692.7,5865.12,3.63193,8.80706e-05,83.1692,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S035,w_info,944347,11354.5,8862.31,3.62372,8.80706e-05,83.1692,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S035,psfsw,941495,2.15264e+06,641.701,3.63126,8.80706e-05,83.1692,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,S041,equal,811686,18981.7,5891.42,3.73072,0.00015363,128.63,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S041,exposure,811686,18981.7,5891.42,3.73072,0.00015363,128.63,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S041,ivar,833960,15770,6640.93,3.65254,0.00015363,128.63,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S041,w_info,837268,6509.12,10377.7,3.6388,0.00015363,128.63,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S041,psfsw,831830,1.30195e+06,729.015,3.65621,0.00015363,128.63,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,S046,equal,788090,22537,5249.61,3.59188,0.000125542,101.236,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S046,exposure,788090,22537,5249.61,3.59188,0.000125542,101.236,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S046,ivar,801169,19738.4,5702.54,3.6109,0.000125542,101.236,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S046,w_info,806391,7965.46,9035.25,3.58266,0.000125542,101.236,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S046,psfsw,808365,1.7566e+06,609.918,3.54529,0.000125542,101.236,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,S052,equal,757411,21638.9,5148.89,3.4627,0.000127773,99.5943,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S052,exposure,757411,21638.9,5148.89,3.4627,0.000127773,99.5943,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S052,ivar,775329,19345,5574.45,3.41722,0.000127773,99.5943,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S052,w_info,779462,7826.37,8810.78,3.39825,0.000127773,99.5943,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S052,psfsw,777214,1.59118e+06,616.143,3.40197,0.000127773,99.5943,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,S055,equal,743198,22079.9,5001.56,4.10809,0.000122677,93.6711,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S055,exposure,743198,22079.9,5001.56,4.10809,0.000122677,93.6711,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S055,ivar,760266,19280.1,5475.34,4.07366,0.000122677,93.6711,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S055,w_info,763558,8151.48,8457.15,4.06232,0.000122677,93.6711,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S055,psfsw,761636,1.57827e+06,606.258,4.06019,0.000122677,93.6711,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,S057,equal,715303,16835.1,5512.93,3.716,0.000190558,140.675,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S057,exposure,715303,16835.1,5512.93,3.716,0.000190558,140.675,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S057,ivar,734514,13532.7,6314.06,3.62144,0.000190558,140.675,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S057,w_info,738227,5247.75,10190.7,3.60388,0.000190558,140.675,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S057,psfsw,733498,1.12569e+06,691.336,3.64274,0.000190558,140.675,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,S058,equal,691644,20545.8,4825.26,3.36466,0.000138189,98.1473,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S058,exposure,691644,20545.8,4825.26,3.36466,0.000138189,98.1473,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S058,ivar,705905,18960.9,5126.45,3.32363,0.000138189,98.1473,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S058,w_info,710241,7236.48,8349.14,3.30052,0.000138189,98.1473,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S058,psfsw,709194,1.54714e+06,570.164,3.30932,0.000138189,98.1473,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,S060,equal,671570,18227.7,4974.22,3.35706,0.000152965,105.751,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC247,S060,exposure,671570,18227.7,4974.22,3.35706,0.000152965,105.751,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC247,S060,ivar,687532,16204.1,5401.08,3.31939,0.000152965,105.751,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC247,S060,w_info,691339,6537.44,8550.42,3.29299,0.000152965,105.751,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC247,S060,psfsw,688401,1.38846e+06,584.218,3.27902,0.000152965,105.751,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC247,AGG,equal,,,,,,,n=8
NGC247,AGG,exposure,,,,,,,n=8
NGC247,AGG,ivar,,,,,,,n=8
NGC247,AGG,w_info,,,,,,,n=8
NGC247,AGG,psfsw,,,,,,,n=8
NGC247,GROUP_TOTAL,psfsw,6.25163e+06,9.95354e+07,626.621,3.63126,,,all_stars_concatenated
NGC55,S004,equal,493406,12721.6,4374.56,4.27657,0.000283295,140.002,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S004,exposure,493406,12721.6,4374.56,4.27657,0.000283295,140.002,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S004,ivar,491029,12169.1,4451.21,3.71463,0.000283295,140.002,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S004,w_info,494192,3529.88,8317.93,3.72105,0.000283295,140.002,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S004,psfsw,502004,1.14466e+06,469.212,4.34974,0.000283295,140.002,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,S014,equal,440516,10949.8,4209.78,2.61449,0.000325117,143.19,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S014,exposure,440516,10949.8,4209.78,2.61449,0.000325117,143.19,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S014,ivar,440530,9914.74,4424.2,2.7395,0.000325117,143.19,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S014,w_info,440426,3075.81,7941.32,2.66416,0.000325117,143.19,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S014,psfsw,440778,1.08354e+06,423.446,2.55668,0.000325117,143.19,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,S015,equal,441413,12079.2,4016.31,3.83537,0.000285691,126.112,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S015,exposure,441413,12079.2,4016.31,3.83537,0.000285691,126.112,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S015,ivar,440302,11396.4,4124.46,3.58033,0.000285691,126.112,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S015,w_info,441427,3500.28,7461.19,3.70323,0.000285691,126.112,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S015,psfsw,443119,1.09201e+06,424.04,3.83744,0.000285691,126.112,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,S016,equal,445500,11142.4,4220.44,2.94532,0.000310965,138.574,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S016,exposure,445500,11142.4,4220.44,2.94532,0.000310965,138.574,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S016,ivar,445648,10546.3,4339.51,2.98007,0.000310965,138.574,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S016,w_info,445627,3215.8,7858.27,2.94089,0.000310965,138.574,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S016,psfsw,445443,1.05622e+06,433.426,2.93838,0.000310965,138.574,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,S020,equal,410646,10950.7,3924.17,2.67142,0.000330447,135.659,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S020,exposure,410646,10950.7,3924.17,2.67142,0.000330447,135.659,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S020,ivar,410484,10160.1,4072.37,2.77019,0.000330447,135.659,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S020,w_info,410532,3026.21,7462.73,2.70619,0.000330447,135.659,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S020,psfsw,411036,1.05605e+06,399.98,2.61772,0.000330447,135.659,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,S021,equal,409389,11138.7,3878.99,2.6679,0.000333232,136.312,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S021,exposure,409389,11138.7,3878.99,2.6679,0.000333232,136.312,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S021,ivar,408957,10050.8,4079.23,2.78121,0.000333232,136.312,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S021,w_info,409061,3000.91,7467.27,2.70882,0.000333232,136.312,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S021,psfsw,409855,1.07441e+06,395.408,2.61137,0.000333232,136.312,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,S024,equal,381127,11400,3569.57,3.31449,0.000310871,118.447,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S024,exposure,381127,11400,3569.57,3.31449,0.000310871,118.447,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S024,ivar,380869,10464.3,3723.24,3.16996,0.000310871,118.447,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S024,w_info,381018,3216.77,6717.93,3.27545,0.000310871,118.447,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S024,psfsw,381363,1.06925e+06,368.806,3.34838,0.000310871,118.447,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,S030,equal,364915,9815.82,3683.23,3.03717,0.000377024,137.44,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC55,S030,exposure,364915,9815.82,3683.23,3.03717,0.000377024,137.44,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC55,S030,ivar,363987,9008.08,3835.04,3.02541,0.000377024,137.44,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC55,S030,w_info,364538,2652.35,7078.28,3.05014,0.000377024,137.44,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC55,S030,psfsw,365897,973569,370.831,3.01195,0.000377024,137.44,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC55,AGG,equal,,,,,,,n=8
NGC55,AGG,exposure,,,,,,,n=8
NGC55,AGG,ivar,,,,,,,n=8
NGC55,AGG,w_info,,,,,,,n=8
NGC55,AGG,psfsw,,,,,,,n=8
NGC55,GROUP_TOTAL,psfsw,3.3995e+06,6.83977e+07,411.049,4.34974,,,all_stars_concatenated
NGC83,S032,equal,599311,5750,7903.48,3.26423,0.000617156,373.479,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S032,exposure,599311,5750,7903.48,3.26423,0.000617156,373.479,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S032,ivar,609252,5325.91,8348.34,3.27567,0.000617156,373.479,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S032,w_info,605162,1620.34,15033.8,3.26804,0.000617156,373.479,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S032,psfsw,624258,456119,924.326,3.30241,0.000617156,373.479,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC83,S033,equal,642031,6559.91,7926.96,3.24913,0.000452695,294.507,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S033,exposure,642031,6559.91,7926.96,3.24913,0.000452695,294.507,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S033,ivar,653184,6489.23,8108.47,3.27047,0.000452695,294.507,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S033,w_info,650563,2208.99,13841.8,3.26839,0.000452695,294.507,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S033,psfsw,669087,645851,832.562,3.3351,0.000452695,294.507,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC83,S038,equal,551504,5463.89,7461.01,3.01034,0.000661889,368.915,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S038,exposure,551504,5463.89,7461.01,3.01034,0.000661889,368.915,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S038,ivar,561069,5246.11,7746.37,3.01025,0.000661889,368.915,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S038,w_info,557367,1510.83,14339.5,2.99339,0.000661889,368.915,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S038,psfsw,574394,465068,842.27,3.00601,0.000661889,368.915,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC83,S039,equal,559505,5940.82,7259.07,3.07128,0.000632749,361.22,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S039,exposure,559505,5940.82,7259.07,3.07128,0.000632749,361.22,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S039,ivar,574068,5546.84,7707.98,3.08276,0.000632749,361.22,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S039,w_info,570874,1580.41,14360.1,3.07327,0.000632749,361.22,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S039,psfsw,581971,515797,810.33,3.07282,0.000632749,361.22,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
NGC83,S040,equal,576565,5558.48,7733.4,2.9566,0.000602516,350.858,DOCUMENTED_BASELINE unit_weight: I=mean_k d_k (vocab equal)
NGC83,S040,exposure,576565,5558.48,7733.4,2.9566,0.000602516,350.858,DOCUMENTED_BASELINE exposure_time_weight: alpha=t_k/Sum t
NGC83,S040,ivar,584798,5411.34,7949.75,2.96928,0.000602516,350.858,DOCUMENTED_BASELINE pixel_ivar: alpha=(1/v_k)/Sum(1/v_j), v_k=Sum_p sigma2
NGC83,S040,w_info,582321,1659.71,14293.8,2.96512,0.000602516,350.858,PRODUCTION point_information: Q/W, F=SumQ/SumW, Var=1/SumW, alpha=W/SumW
NGC83,S040,psfsw,600700,494273,854.425,3.00251,0.000602516,350.858,PRODUCTION psfsw_robust: dimensionless W_psfsw (group median=1); alpha=W/SumW; C_out=R C_in R^T
