task_id,wave,owner_id,kind,depends_on,mutex_lock,resource_class,commit_subject,spec_ref,acceptance,alias_of
P1-WCS-TEST,W3,SA-P1-W16,module-test,P1-WCS-DOC;TST-001,lock-P1-WCS,LINUX_LIGHT,test(P1-WCS): 完成P1-WCS-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P1-WCS-IMPL,W3,SA-P1-W16,module-impl,P1-WCS-TEST;ABI-005;RT-004;DATA-003,lock-P1-WCS,LINUX_LIGHT,feat(P1-WCS): 完成P1-WCS-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P1-WCS-INT,W3,SA-P1-W16,module-integration,P1-WCS-IMPL;CAT-GAIA-INT;P1-STAR-INT,lock-P1-WCS,LINUX_LIGHT,feat(P1-WCS): 完成P1-WCS-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P1-PHOT-DOC,W1,SA-P1-N17,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P1-PHOT,LINUX_LIGHT,docs(P1-PHOT): 完成P1-PHOT-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P1-PHOT-TEST,W3,SA-P1-N17,module-test,P1-PHOT-DOC;TST-001,lock-P1-PHOT,LINUX_LIGHT,test(P1-PHOT): 完成P1-PHOT-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P1-PHOT-IMPL,W3,SA-P1-N17,module-impl,P1-PHOT-TEST;ABI-005;RT-004;DATA-003,lock-P1-PHOT,LINUX_LIGHT,feat(P1-PHOT): 完成P1-PHOT-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P1-PHOT-INT,W3,SA-P1-N17,module-integration,P1-PHOT-IMPL;P1-PSF-INT;P1-WCS-INT,lock-P1-PHOT,LINUX_LIGHT,feat(P1-PHOT): 完成P1-PHOT-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P1-NOISE-DOC,W1,SA-P1-N17,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P1-NOISE,LINUX_LIGHT,docs(P1-NOISE): 完成P1-NOISE-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P1-NOISE-TEST,W3,SA-P1-N17,module-test,P1-NOISE-DOC;TST-001,lock-P1-NOISE,LINUX_LIGHT,test(P1-NOISE): 完成P1-NOISE-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P1-NOISE-IMPL,W3,SA-P1-N17,module-impl,P1-NOISE-TEST;ABI-005;RT-004;DATA-003,lock-P1-NOISE,LINUX_LIGHT,feat(P1-NOISE): 完成P1-NOISE-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P1-NOISE-INT,W3,SA-P1-N17,module-integration,P1-NOISE-IMPL;P1-CAL-INT;P1-PHOT-INT,lock-P1-NOISE,LINUX_LIGHT,feat(P1-NOISE): 完成P1-NOISE-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P1-DRZ-DOC,W1,SA-P1-D18,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P1-DRZ,LINUX_LIGHT,docs(P1-DRZ): 完成P1-DRZ-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P1-DRZ-TEST,W3,SA-P1-D18,module-test,P1-DRZ-DOC;TST-001,lock-P1-DRZ,LINUX_LIGHT,test(P1-DRZ): 完成P1-DRZ-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P1-DRZ-IMPL,W3,SA-P1-D18,module-impl,P1-DRZ-TEST;ABI-005;RT-004;DATA-003,lock-P1-DRZ,LINUX_LIGHT,feat(P1-DRZ): 完成P1-DRZ-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P1-DRZ-INT,W3,SA-P1-D18,module-integration,P1-DRZ-IMPL;P1-WCS-INT;P1-NOISE-INT;CPU-005,lock-P1-DRZ,LINUX_LIGHT,feat(P1-DRZ): 完成P1-DRZ-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P1-HIPS-DOC,W1,SA-P1-D18,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P1-HIPS,LINUX_LIGHT,docs(P1-HIPS): 完成P1-HIPS-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P1-HIPS-TEST,W3,SA-P1-D18,module-test,P1-HIPS-DOC;TST-001,lock-P1-HIPS,LINUX_LIGHT,test(P1-HIPS): 完成P1-HIPS-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P1-HIPS-IMPL,W3,SA-P1-D18,module-impl,P1-HIPS-TEST;ABI-005;RT-004;DATA-003,lock-P1-HIPS,LINUX_LIGHT,feat(P1-HIPS): 完成P1-HIPS-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P1-HIPS-INT,W3,SA-P1-D18,module-integration,P1-HIPS-IMPL;P1-DRZ-INT;IO-003,lock-P1-HIPS,LINUX_LIGHT,feat(P1-HIPS): 完成P1-HIPS-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-COV-DOC,W1,SA-P2-S20,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P2-COV,LINUX_LIGHT,docs(P2-COV): 完成P2-COV-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P2-COV-TEST,W3,SA-P2-S20,module-test,P2-COV-DOC;TST-001,lock-P2-COV,LINUX_LIGHT,test(P2-COV): 完成P2-COV-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P2-COV-IMPL,W3,SA-P2-S20,module-impl,P2-COV-TEST;ABI-005;RT-004;DATA-003,lock-P2-COV,LINUX_LIGHT,feat(P2-COV): 完成P2-COV-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P2-COV-INT,W3,SA-P2-S20,module-integration,P2-COV-IMPL;IO-003;DATA-004;RT-006,lock-P2-COV,LINUX_LIGHT,feat(P2-COV): 完成P2-COV-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-SAMP-DOC,W1,SA-P2-S20,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P2-SAMP,LINUX_LIGHT,docs(P2-SAMP): 完成P2-SAMP-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P2-SAMP-TEST,W3,SA-P2-S20,module-test,P2-SAMP-DOC;TST-001,lock-P2-SAMP,LINUX_LIGHT,test(P2-SAMP): 完成P2-SAMP-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P2-SAMP-IMPL,W3,SA-P2-S20,module-impl,P2-SAMP-TEST;ABI-005;RT-004;DATA-003,lock-P2-SAMP,LINUX_LIGHT,feat(P2-SAMP): 完成P2-SAMP-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P2-SAMP-INT,W3,SA-P2-S20,module-integration,P2-SAMP-IMPL;P2-COV-INT;CPU-005,lock-P2-SAMP,LINUX_LIGHT,feat(P2-SAMP): 完成P2-SAMP-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-UPM-DOC,W1,SA-P2-U21,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P2-UPM,LINUX_LIGHT,docs(P2-UPM): 完成P2-UPM-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P2-UPM-TEST,W3,SA-P2-U21,module-test,P2-UPM-DOC;TST-001,lock-P2-UPM,LINUX_LIGHT,test(P2-UPM): 完成P2-UPM-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P2-UPM-IMPL,W3,SA-P2-U21,module-impl,P2-UPM-TEST;ABI-005;RT-004;DATA-003,lock-P2-UPM,LINUX_LIGHT,feat(P2-UPM): 完成P2-UPM-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P2-UPM-INT,W3,SA-P2-U21,module-integration,P2-UPM-IMPL;P2-SAMP-INT;CPU-005,lock-P2-UPM,LINUX_LIGHT,feat(P2-UPM): 完成P2-UPM-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-REJ-DOC,W1,SA-P2-R22,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P2-REJ,LINUX_LIGHT,docs(P2-REJ): 完成P2-REJ-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P2-REJ-TEST,W3,SA-P2-R22,module-test,P2-REJ-DOC;TST-001,lock-P2-REJ,LINUX_LIGHT,test(P2-REJ): 完成P2-REJ-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P2-REJ-IMPL,W3,SA-P2-R22,module-impl,P2-REJ-TEST;ABI-005;RT-004;DATA-003,lock-P2-REJ,LINUX_LIGHT,feat(P2-REJ): 完成P2-REJ-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P2-REJ-INT,W3,SA-P2-R22,module-integration,P2-REJ-IMPL;P2-UPM-INT;CPU-005,lock-P2-REJ,LINUX_LIGHT,feat(P2-REJ): 完成P2-REJ-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-INT-DOC,W1,SA-P2-I23,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P2-INT,LINUX_LIGHT,docs(P2-INT): 完成P2-INT-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P2-INT-TEST,W3,SA-P2-I23,module-test,P2-INT-DOC;TST-001,lock-P2-INT,LINUX_LIGHT,test(P2-INT): 完成P2-INT-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P2-INT-IMPL,W3,SA-P2-I23,module-impl,P2-INT-TEST;ABI-005;RT-004;DATA-003,lock-P2-INT,LINUX_LIGHT,feat(P2-INT): 完成P2-INT-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P2-INT-INT,W3,SA-P2-I23,module-integration,P2-INT-IMPL;P2-REJ-INT;P1-NOISE-INT;CPU-005,lock-P2-INT,LINUX_LIGHT,feat(P2-INT): 完成P2-INT-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-HIPS-DOC,W1,SA-P2-I23,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P2-HIPS,LINUX_LIGHT,docs(P2-HIPS): 完成P2-HIPS-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P2-HIPS-TEST,W3,SA-P2-I23,module-test,P2-HIPS-DOC;TST-001,lock-P2-HIPS,LINUX_LIGHT,test(P2-HIPS): 完成P2-HIPS-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P2-HIPS-IMPL,W3,SA-P2-I23,module-impl,P2-HIPS-TEST;ABI-005;RT-004;DATA-003,lock-P2-HIPS,LINUX_LIGHT,feat(P2-HIPS): 完成P2-HIPS-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,DLL builds;scope scientific_change=false,
P2-HIPS-INT,W3,SA-P2-I23,module-integration,P2-HIPS-IMPL;P2-INT-INT;IO-003,lock-P2-HIPS,LINUX_LIGHT,feat(P2-HIPS): 完成P2-HIPS-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P3-PROJ-DOC,W1,SA-P3-P25,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P3-PROJ,LINUX_LIGHT,docs(P3-PROJ): 完成P3-PROJ-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P3-PROJ-TEST,W3,SA-P3-P25,module-test,P3-PROJ-DOC;TST-001,lock-P3-PROJ,LINUX_LIGHT,test(P3-PROJ): 完成P3-PROJ-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P3-PROJ-IMPL,W3,SA-P3-P25,module-impl,P3-PROJ-TEST;ABI-005;RT-004;DATA-003,lock-P3-PROJ,LINUX_LIGHT,feat(P3-PROJ): 完成P3-PROJ-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,NEW_SCIENCE_IMPLEMENTATION; scientific_change=true; SCI reviewer signoff; WCS Paper I/II and independent WCSLIB oracle,
P3-PROJ-INT,W3,SA-P3-P25,module-integration,P3-PROJ-IMPL;ABI-005;DATA-004;RT-006,lock-P3-PROJ,LINUX_LIGHT,feat(P3-PROJ): 完成P3-PROJ-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P3-RSMP-DOC,W1,SA-P3-S26,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P3-RSMP,LINUX_LIGHT,docs(P3-RSMP): 完成P3-RSMP-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P3-RSMP-TEST,W3,SA-P3-S26,module-test,P3-RSMP-DOC;TST-001,lock-P3-RSMP,LINUX_LIGHT,test(P3-RSMP): 完成P3-RSMP-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P3-RSMP-IMPL,W3,SA-P3-S26,module-impl,P3-RSMP-TEST;ABI-005;RT-004;DATA-003,lock-P3-RSMP,LINUX_LIGHT,feat(P3-RSMP): 完成P3-RSMP-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,NEW_SCIENCE_IMPLEMENTATION; scientific_change=true; SCI reviewer signoff; independent HEALPix/WCS oracle,
P3-RSMP-INT,W3,SA-P3-S26,module-integration,P3-RSMP-IMPL;P3-PROJ-INT;IO-003;CPU-005,lock-P3-RSMP,LINUX_LIGHT,feat(P3-RSMP): 完成P3-RSMP-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P3-FITS-DOC,W1,SA-P3-F27,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P3-FITS,LINUX_LIGHT,docs(P3-FITS): 完成P3-FITS-DOC任务：freeze module contract,tasks/MODULE_MIGRATION_TEMPLATE.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P3-FITS-TEST,W3,SA-P3-F27,module-test,P3-FITS-DOC;TST-001,lock-P3-FITS,LINUX_LIGHT,test(P3-FITS): 完成P3-FITS-TEST任务：add reusable module tests,tasks/MODULE_MIGRATION_TEMPLATE.md,unit/property/oracle/negative/performance,
P3-FITS-IMPL,W3,SA-P3-F27,module-impl,P3-FITS-TEST;ABI-005;RT-004;DATA-003,lock-P3-FITS,LINUX_LIGHT,feat(P3-FITS): 完成P3-FITS-IMPL任务：migrate isolated DLL,tasks/MODULE_MIGRATION_TEMPLATE.md,NEW_SCIENCE_IMPLEMENTATION; scientific_change=true; SCI reviewer signoff; independent WCS oracle,
P3-FITS-INT,W3,SA-P3-F27,module-integration,P3-FITS-IMPL;P3-RSMP-INT;IO-003,lock-P3-FITS,LINUX_LIGHT,feat(P3-FITS): 完成P3-FITS-INT任务：register module in phase DAG,tasks/MODULE_MIGRATION_TEMPLATE.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P1-SESSION-DOC,W1,SA-P1-R19,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P1-SESSION,LINUX_LIGHT,docs(P1-SESSION): 完成P1-SESSION-DOC任务：freeze assembly contract,tasks/05_PHASE1_TASKS.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P1-SESSION-TEST,W3,SA-P1-R19,module-test,P1-SESSION-DOC;TST-001,lock-P1-SESSION,LINUX_LIGHT,test(P1-SESSION): 完成P1-SESSION-TEST任务：add call-count integration tests,tasks/05_PHASE1_TASKS.md,each node once and failure propagation,
P1-SESSION-IMPL,W3,SA-P1-R19,module-impl,P1-SESSION-TEST;RT-004;DATA-003,lock-P1-SESSION,LINUX_LIGHT,feat(P1-SESSION): 完成P1-SESSION-IMPL任务：assemble typed phase1 DAG,tasks/05_PHASE1_TASKS.md,no hidden science or private pool,
P1-SESSION-INT,W3,SA-P1-R19,module-integration,P1-SESSION-IMPL;P1-HIPS-INT,lock-P1-SESSION,LINUX_LIGHT,feat(P1-SESSION): 完成P1-SESSION-INT任务：register phase1 pipeline,tasks/05_PHASE1_TASKS.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-SESSION-DOC,W1,SA-P2-X24,module-doc,GOV-001;ARC-001;DATA-001;DOC-001,lock-P2-SESSION,LINUX_LIGHT,docs(P2-SESSION): 完成P2-SESSION-DOC任务：freeze assembly contract,tasks/06_PHASE2_TASKS.md,co-located README/module.yaml/SCI-ALG-DATA-API links; no root science formula change,
P2-SESSION-TEST,W3,SA-P2-X24,module-test,P2-SESSION-DOC;TST-001,lock-P2-SESSION,LINUX_LIGHT,test(P2-SESSION): 完成P2-SESSION-TEST任务：add node call-count tests,tasks/06_PHASE2_TASKS.md,coverage through hips writer each once,
P2-SESSION-IMPL,W3,SA-P2-X24,module-impl,P2-SESSION-TEST;RT-004;DATA-003,lock-P2-SESSION,LINUX_LIGHT,feat(P2-SESSION): 完成P2-SESSION-IMPL任务：assemble typed phase2 DAG,tasks/06_PHASE2_TASKS.md,full execution no partial facade,
P2-SESSION-INT,W3,SA-P2-X24,module-integration,P2-SESSION-IMPL;P2-HIPS-INT,lock-P2-SESSION,LINUX_LIGHT,feat(P2-SESSION): 完成P2-SESSION-INT任务：register phase2 pipeline,tasks/06_PHASE2_TASKS.md,module integration descriptor + typed ports + local integration test; global DAG registration delegated to SA-RT-05 assembly task,
P2-REJ-ACCEPT,W3,SA-P2-R22,evidence,P2-REJ-INT,p2-rejection-accept,LINUX_LIGHT,evidence-only,tasks/06_PHASE2_TASKS.md,rejection oracle/NaN/identity/seam evidence,
P2-INT-ACCEPT,W3,SA-P2-I23,evidence,P2-INT-INT;P2-REJ-INT,p2-integration-accept,LINUX_LIGHT,evidence-only,tasks/06_PHASE2_TASKS.md,integration oracle/variance/coverage/seam evidence,
P2-ASSEMBLY-ACCEPT,W3,SA-P2-X24,evidence,P2-SESSION-INT;P2-REJ-ACCEPT;P2-INT-ACCEPT,p2-assembly-accept,LINUX_LIGHT,evidence-only,tasks/06_PHASE2_TASKS.md,all real nodes once/static and runtime graph,
P2-PERF-DESIGN,W3,SA-QA-29,evidence,P2-IMPL-COMPLETE-001;MON-001,p2-performance-design,LINUX_LIGHT,evidence-only,tasks/06_PHASE2_TASKS.md,CPU/memory/IO/lock classification and metric schema,
