id,symbol,header,linkage,full_signature,units,valid_range,nullable,ownership,lifetime,mutability,blocking,thread_safety,reentrancy,async_completion,error_model,determinism,precision,config_keys,upstream_ids,test_ids,status
API-aio_compress,aio_compress,lib/astro_image_io/include/astro_image_io.h,C,"AIO_EXPORT size_t aio_compress(const void *src, size_t srcSize, void *dst, size_t dstCapacity, int codec, int level);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_compress_bound,aio_compress_bound,lib/astro_image_io/include/astro_image_io.h,C,"AIO_EXPORT size_t aio_compress_bound(size_t srcSize, int codec);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_decompress,aio_decompress,lib/astro_image_io/include/astro_image_io.h,C,"AIO_EXPORT size_t aio_decompress(const void *src, size_t srcSize, void *dst, size_t dstCapacity, int codec);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_free_image_data,aio_free_image_data,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT void aio_free_image_data(AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_channels,aio_get_channels,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT int aio_get_channels(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_dtype,aio_get_dtype,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT uint8_t aio_get_dtype(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_geometry,aio_get_geometry,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageGeometry aio_get_geometry(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_height,aio_get_height,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT int aio_get_height(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_keyword,aio_get_keyword,lib/astro_image_io/include/astro_image_io.h,C,"AIO_EXPORT AIOFITSKeyword aio_get_keyword(const AIOImageData *image, int index);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_keyword_count,aio_get_keyword_count,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT int aio_get_keyword_count(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_metadata,aio_get_metadata,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageMetadata aio_get_metadata(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_options,aio_get_options,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageOptions aio_get_options(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_pixel_data,aio_get_pixel_data,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT float *aio_get_pixel_data(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_pixel_data_f64,aio_get_pixel_data_f64,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT double *aio_get_pixel_data_f64(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_source_format,aio_get_source_format,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT const char *aio_get_source_format(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_source_path,aio_get_source_path,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT const char *aio_get_source_path(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_get_width,aio_get_width,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT int aio_get_width(const AIOImageData *image);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_is_fits,aio_is_fits,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT int aio_is_fits(const char *path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_is_xisf,aio_is_xisf,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT int aio_is_xisf(const char *path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_read,aio_read,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageData *aio_read(const char *path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_read_fits,aio_read_fits,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageData *aio_read_fits(const char *path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_read_header_only,aio_read_header_only,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageData *aio_read_header_only(const char *path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_read_metadata,aio_read_metadata,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageMetadata aio_read_metadata(const char *path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_read_xisf,aio_read_xisf,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT AIOImageData *aio_read_xisf(const char *path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_set_precision_mode,aio_set_precision_mode,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT void aio_set_precision_mode(int is_fp64);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_wcs_pixel_scale,aio_wcs_pixel_scale,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT double aio_wcs_pixel_scale(const AIOWCSKeywords *wcs);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_wcs_rotation_deg,aio_wcs_rotation_deg,lib/astro_image_io/include/astro_image_io.h,C,AIO_EXPORT double aio_wcs_rotation_deg(const AIOWCSKeywords *wcs);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_write_fits,aio_write_fits,lib/astro_image_io/include/astro_image_io.h,C,"AIO_EXPORT int aio_write_fits(const AIOImageData *image, const char *path);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-HissReader,HissReader,lib/astro_image_io/include/hiss_format.h,C,public: HISS_EXPORT HissReader();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-HissWriter,HissWriter,lib/astro_image_io/include/hiss_format.h,C,public: HISS_EXPORT HissWriter();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-add_tile,add_tile,lib/astro_image_io/include/hiss_format.h,C,"HISS_EXPORT int add_tile(uint64_t parent_ipix, const DrizzleTileAccumulator& acc, const HissSnrBlock* snr, OccupancyMode occ_mode);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-add_tile_f64,add_tile_f64,lib/astro_image_io/include/hiss_format.h,C,"HISS_EXPORT int add_tile_f64(uint64_t parent_ipix, const DrizzleTileAccumulator& acc, const HissSnrBlock* snr, OccupancyMode occ_mode);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-add_tile_f64_snr,add_tile_f64_snr,lib/astro_image_io/include/hiss_format.h,C,"HISS_EXPORT int add_tile_f64_snr(uint64_t parent_ipix, const DrizzleTileAccumulator& acc, const HissSnrBlockF64* snr, OccupancyMode occ_mode);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-cancel,cancel,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT void cancel();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-close,close,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT void close();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-compute_tile_depth,compute_tile_depth,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT uint32_t compute_tile_depth(uint32_t nside);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-compute_tile_nside,compute_tile_nside,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT uint32_t compute_tile_nside(uint32_t nside);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-finalize,finalize,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT int finalize();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-from_json,from_json,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT int from_json(const std::string& json);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-instance,instance,lib/astro_image_io/include/hiss_format.h,C,public: HISS_EXPORT static CodecRegistry& instance();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-open,open,lib/astro_image_io/include/hiss_format.h,C,"HISS_EXPORT int open(const std::string& output_path, const HissGridSpec& grid, const HissMetadata& metadata);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-register_checksum,register_checksum,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT int register_checksum(const ChecksumEntry& entry);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-register_codec,register_codec,lib/astro_image_io/include/hiss_format.h,C,HISS_EXPORT int register_codec(const CodecEntry& entry);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_experiment_checksum,set_experiment_checksum,lib/astro_image_io/include/hiss_format.h,C,"HISS_EXPORT void set_experiment_checksum(SubblockType type, ChecksumType checksum);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_experiment_codec,set_experiment_codec,lib/astro_image_io/include/hiss_format.h,C,"HISS_EXPORT void set_experiment_codec(SubblockType type, CodecId codec, TransformId transform);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_experiment_transform,set_experiment_transform,lib/astro_image_io/include/hiss_format.h,C,"HISS_EXPORT void set_experiment_transform(SubblockType type, TransformId transform);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_calibrate_frame,ac_calibrate_frame,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_calibrate_frame( const float* light, int width, int height, const float* master_dark, const float* master_flat, const float* master_bias, float* out, int dark_optimization, float dark_scale_factor, float* actual_k);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-CAL-001,TEST-CAL-001,VERIFIED
API-ac_calibrate_frame_f64,ac_calibrate_frame_f64,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_calibrate_frame_f64( const double* light, int width, int height, const double* master_dark, const double* master_flat, const double* master_bias, double* out, int dark_optimization, double dark_scale_factor, double* actual_k);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_correct_frame,ac_correct_frame,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_correct_frame( const float* data, int width, int height, const float* master_dark, const float* master_bias, float* out, float hot_sigma, float cold_sigma, int method, int max_structure_size, int* out_hot, int* out_cold);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_correct_frame_f64,ac_correct_frame_f64,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_correct_frame_f64( const double* data, int width, int height, const double* master_dark, const double* master_bias, double* out, double hot_sigma, double cold_sigma, int method, int max_structure_size, int* out_hot, int* out_cold);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_generate_master_bias,ac_generate_master_bias,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_generate_master_bias( const float* stack, int n_frames, int width, int height, float* out, float sigma_low, float sigma_high, int max_iterations, int combine);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-CAL-001,TEST-CAL-001,VERIFIED
API-ac_generate_master_bias_f64,ac_generate_master_bias_f64,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_generate_master_bias_f64( const double* stack, int n_frames, int width, int height, double* out, double sigma_low, double sigma_high, int max_iterations, int combine);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_generate_master_dark,ac_generate_master_dark,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_generate_master_dark( const float* stack, int n_frames, int width, int height, float* out, float sigma_low, float sigma_high, int max_iterations, int combine);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-CAL-001,TEST-CAL-001,VERIFIED
API-ac_generate_master_dark_f64,ac_generate_master_dark_f64,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_generate_master_dark_f64( const double* stack, int n_frames, int width, int height, double* out, double sigma_low, double sigma_high, int max_iterations, int combine);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_generate_master_flat,ac_generate_master_flat,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_generate_master_flat( const float* flat_stack, int n_frames, int width, int height, const float* master_bias, float* out, float sigma_low, float sigma_high, int max_iterations);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-CAL-001,TEST-CAL-001,VERIFIED
API-ac_generate_master_flat_f64,ac_generate_master_flat_f64,lib/calibration/include/astro_calibration.h,C,"AC_API int ac_generate_master_flat_f64( const double* flat_stack, int n_frames, int width, int height, const double* master_bias, double* out, double sigma_low, double sigma_high, int max_iterations);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_set_num_threads,ac_set_num_threads,lib/calibration/include/astro_calibration.h,C,AC_API void ac_set_num_threads(int n);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ac_version,ac_version,lib/calibration/include/astro_calibration.h,C,AC_API const char* ac_version();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-optimize_dark_k,optimize_dark_k,lib/calibration/include/astro_calibration.h,C,"float optimize_dark_k(const float* light, const float* bias, const float* dark, const float* flat, int w, int h, float k_init, hiss::Stage1Diagnostics& diagnostics);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-dpsf_fit,dpsf_fit,lib/dynamic_psf/include/dynamic_psf.h,C,"DPSF_EXPORT int dpsf_fit(const uint16_t *image, int width, int height, double cx, double cy, const DPSFFitParams *params, DPSFFitResult *result);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel per-star,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-dpsf_fit_batch,dpsf_fit_batch,lib/dynamic_psf/include/dynamic_psf.h,C,"DPSF_EXPORT int dpsf_fit_batch(const uint16_t *image, int width, int height, const double *cx_array, const double *cy_array, int count, const DPSFFitParams *params, DPSFFitResult **out_results);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel per-star,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-dpsf_fit_batch_d,dpsf_fit_batch_d,lib/dynamic_psf/include/dynamic_psf.h,C,"DPSF_EXPORT int dpsf_fit_batch_d( const double *image, int width, int height, const double *cx_array, const double *cy_array, int count, const DPSFFitParams *params, DPSFFitResult **out_results );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel per-star,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-dpsf_fit_batch_f,dpsf_fit_batch_f,lib/dynamic_psf/include/dynamic_psf.h,C,"DPSF_EXPORT int dpsf_fit_batch_f(const float *image, int width, int height, const double *cx_array, const double *cy_array, int count, const DPSFFitParams *params, DPSFFitResult **out_results);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel per-star,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-dpsf_fit_batch_f32,dpsf_fit_batch_f32,lib/dynamic_psf/include/dynamic_psf.h,C,"DPSF_EXPORT int dpsf_fit_batch_f32( const float *image, int width, int height, const double *detections, int n_detections, const DPSFFitParams *params, double *out_psf_params, int *out_n_valid );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel per-star,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-dpsf_fit_batch_f64,dpsf_fit_batch_f64,lib/dynamic_psf/include/dynamic_psf.h,C,"DPSF_EXPORT int dpsf_fit_batch_f64( const double *image, int width, int height, const double *detections, int n_detections, const DPSFFitParams *params, double *out_psf_params, int *out_n_valid );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel per-star,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
