seq,sha8,date,kind,count,detail,subject
175,f4ec8b24,2026-07-28,PACKNEW,1,新增包文件 engineering_v1.3/AUTONOMOUS_ENTRY.md,P11-004: 完成 WCS Gate v2 双层闭环验证与 SIP 序列化修复
175,f4ec8b24,2026-07-28,PACKNEW,1,新增包文件 engineering_v1.3/START_PROMPT.txt,P11-004: 完成 WCS Gate v2 双层闭环验证与 SIP 序列化修复
202,977f1381,2026-07-29,NEWDIR,1,首次出现 engineering_v1.3/AUDIT_PACK.md,docs(v1.3): 生成 P13-002 审计交付包 + 根目录整理
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,NEWDIR_BATCH,16,"首次出现 16 个目录，例: 工程控制/AUDIT_PACK.md, 工程控制/AUTONOMOUS_ENTRY.md, 工程控制/MANIFEST.md, 工程控制/PACKAGE_VERSION.txt, 工程控制/README.md, 工程控制/SHA256SUMS.txt",chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,RENAME50,455,改名或移动 455 文件（目录重构）,chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,DELETE,3786,删除 3786 文件（批量移除/归档）,chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,PACKDEL,1,删除包文件 _new_pack_v1.1/AstroCS_CLI_Core_Development_Pack/AUTONOMOUS_ENTRY.md,chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,PACKDEL,1,删除包文件 _new_pack_v1.1/AstroCS_CLI_Core_Development_Pack/START_PROMPT.txt,chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,PACKDEL,1,删除包文件 engineering/AUTONOMOUS_ENTRY.md,chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,PACKDEL,1,删除包文件 engineering/START_PROMPT.txt,chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,PACKDEL,1,删除包文件 engineering_v1.2/AUTONOMOUS_ENTRY.md,chore: 根目录整理 + 工程控制包重命名
203,036a3bb5,2026-07-29,PACKDEL,1,删除包文件 engineering_v1.2/START_PROMPT.txt,chore: 根目录整理 + 工程控制包重命名
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Authoritative_Development_Pack_2026-07-30_v2.0.zip, AstroCS_Delivery_20260729.zip, _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0, engineering_authoritative/agent, engineering_authoritative/c",feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,PACKNEW,1,新增包文件 _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0/AUTONOMOUS_ENTRY.md,feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
204,75b05f72,2026-07-30,PACKNEW,1,新增包文件 _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0/START_PROMPT.txt,feat(A-001): 安装权威开发包 v2.0，完成 README 迁移
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,NEWDIR_BATCH,13,"首次出现 13 个目录，例: AstroCS_Stage1_HISS_Delivery/00_README.md, AstroCS_Stage1_HISS_Delivery/APPLY_IN_PLACE.md, AstroCS_Stage1_HISS_Delivery/DELETE_LIST.txt, AstroCS_Stage1_HISS_Delivery/MANIFEST.json, AstroCS_Stage1_HISS_Deli",feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,PACKNEW,1,新增包文件 AstroCS_Stage1_HISS_Delivery/MANIFEST.json,feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,PACKNEW,1,新增包文件 _agent_package/AstroCS_Stage1_HISS_Agent_Package_2026-07-31/MANIFEST.json,feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
226,78a9121d,2026-07-31,PACKNEW,1,新增包文件 _wiki_freeze/AstroCS_Stage1_Wiki_Freeze_2026-07-30/MANIFEST.json,feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
227,b4bcf8e7,2026-07-31,NEWDIR,1,首次出现 docs/stage1_fix,docs(stage1_fix): 新增Stage1/HISS修复规范文档
237,a78f5430,2026-07-31,NEWDIR,1,首次出现 工程控制/migration,chore: 整理根目录 + 创建 AGENT.md
237,a78f5430,2026-07-31,DELETE,338,删除 338 文件（批量移除/归档）,chore: 整理根目录 + 创建 AGENT.md
237,a78f5430,2026-07-31,PACKDEL,1,删除包文件 AstroCS_Stage1_HISS_Delivery/MANIFEST.json,chore: 整理根目录 + 创建 AGENT.md
237,a78f5430,2026-07-31,PACKDEL,1,删除包文件 _agent_package/AstroCS_Stage1_HISS_Agent_Package_2026-07-31/MANIFEST.json,chore: 整理根目录 + 创建 AGENT.md
237,a78f5430,2026-07-31,PACKDEL,1,删除包文件 _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0/AUTONOMOUS_ENTRY.md,chore: 整理根目录 + 创建 AGENT.md
237,a78f5430,2026-07-31,PACKDEL,1,删除包文件 _v2_pack/AstroCS_Authoritative_Development_Pack_v2.0/START_PROMPT.txt,chore: 整理根目录 + 创建 AGENT.md
237,a78f5430,2026-07-31,PACKDEL,1,删除包文件 _wiki_freeze/AstroCS_Stage1_Wiki_Freeze_2026-07-30/MANIFEST.json,chore: 整理根目录 + 创建 AGENT.md
243,428746c6,2026-07-31,DELETE,21,删除 21 文件（批量移除/归档）,feat(stage1): Phase A Wiki重写 + B2 query_pixel测试 + E checksum候选注册
264,37ed737d,2026-08-01,NEWDIR,1,首次出现 tools/_r05_photapply_commit_msg.txt,fix(calibration): R05-B07 apply_photometry 拒绝 photscal<=0
264,37ed737d,2026-08-01,NEWDIR,1,首次出现 tools/_r05_rebuild_photapply.json,fix(calibration): R05-B07 apply_photometry 拒绝 photscal<=0
265,efdfe2c0,2026-08-01,NEWDIR,1,首次出现 tools/_r05_precise_acceptance_commit_msg.txt,test(drizzle): R05 Gate D PRECISE验收矩阵 52/52 PASS
266,821a1856,2026-08-01,NEWDIR,1,首次出现 tools/_r05_fast_experiment_commit_msg.txt,experiment(drizzle): R05 Gate E FAST C++对照实验 288 cases
270,e841eb88,2026-08-02,NEWDIR,1,首次出现 tools/_r06_analyze_fast.py,experiment(drizzle): R06 正确NSIDE重做FAST C++对照实验 288 cases
271,32d6bcce,2026-08-02,NEWDIR,1,首次出现 tools/_r06_make_delivery.py,chore(tools): R06 交付工具脚本 - ZIP生成+FAST分析+Wiki哈希
271,32d6bcce,2026-08-02,NEWDIR,1,首次出现 tools/_r06_wiki_hashes.py,chore(tools): R06 交付工具脚本 - ZIP生成+FAST分析+Wiki哈希
272,f8d749e4,2026-08-02,NEWDIR,1,首次出现 lib/acr,docs(acr): freeze bottom-only scope and dependency ADRs
278,aec0ac38,2026-08-02,NEWDIR,1,首次出现 tools/_r07_ref_msg.txt,test(reference): R07 修复 reference_overlap 边界一致性
279,502dbf5d,2026-08-02,NEWDIR,1,首次出现 tools/_r07_fast_msg.txt,fix(fast): R07-B08/M01/M02/M03 修复 FAST 切平面重叠计算
293,49ea5c1e,2026-08-02,PACKNEW,1,新增包文件 工程控制/tasks/acr/00_AGENT_START_PROMPT.txt,docs(acr): replace fixed-share routing with hardware profiling
293,49ea5c1e,2026-08-02,PACKNEW,1,新增包文件 工程控制/tasks/acr/00_READ_FIRST.md,docs(acr): replace fixed-share routing with hardware profiling
310,23d07ed4,2026-08-03,DELETE,32,删除 32 文件（批量移除/归档）,"feat(r10): 删除生产Python封装, 实现FP32/FP64双精度模式"
322,8653bd54,2026-08-03,DELETE,69,删除 69 文件（批量移除/归档）,refactor(r10): Python 生产层彻底清理
327,bd036f3e,2026-08-04,NEWDIR,1,首次出现 lib/common,feat(r10): 真正全链路 FP32/FP64 双精度 ABI 改造
332,d557aea9,2026-08-04,DELETE,64,删除 64 文件（批量移除/归档）,test(acr): produce single-head real mixed and resource-control evidence (F-fix 10)
406,0030c3a5,2026-08-05,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE/00_AGENT_START_PROMPT.txt,refactor(acr): focus runtime on target pixel operations
406,0030c3a5,2026-08-05,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE/00_READ_FIRST.md,refactor(acr): focus runtime on target pixel operations
429,40c9d216,2026-08-06,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V2/00_AGENT_START_PROMPT.txt,fix(acr): hierarchical operation profile reader and full roundtrip
429,40c9d216,2026-08-06,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V2/00_READ_FIRST.md,fix(acr): hierarchical operation profile reader and full roundtrip
438,a36c4825,2026-08-06,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V3/00_AGENT_START_PROMPT.txt,fix(acr): correct cost units and separate qualification from gpu eligibility
438,a36c4825,2026-08-06,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V3/00_READ_FIRST.md,fix(acr): correct cost units and separate qualification from gpu eligibility
460,38b85702,2026-08-06,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V4/00_AGENT_START_PROMPT.txt,docs(acr): freeze architecture and weighted integration control package
460,38b85702,2026-08-06,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V4/00_READ_FIRST.md,docs(acr): freeze architecture and weighted integration control package
522,bce606a4,2026-08-09,NEWDIR,1,首次出现 tools/astrometry_oracle,feat(oracle): Astrometry.net 外部 Oracle 实际执行 synthetic+real 盲解全过 (V4 G5)
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE/00_AGENT_START_PROMPT.txt,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE/00_READ_FIRST.md,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V2/00_AGENT_START_PROMPT.txt,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V2/00_READ_FIRST.md,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V3/00_AGENT_START_PROMPT.txt,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V3/00_READ_FIRST.md,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V4/00_AGENT_START_PROMPT.txt,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/docs/ACR_FOCUSED_CONTROL_PACKAGE_V4/00_READ_FIRST.md,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/tasks/acr/00_AGENT_START_PROMPT.txt,merge(acr): add astrocompute-runtime as dormant acceleration base
550,198d69e0,2026-08-10,PACKNEW,1,新增包文件 工程控制/tasks/acr/00_READ_FIRST.md,merge(acr): add astrocompute-runtime as dormant acceleration base
553,1a38f400,2026-08-10,NEWDIR,1,首次出现 lib/phase2,feat(phase2): W1 wiki sync + stage2 schema; W2 freeze UPM/rejection interfaces in lib/phase2
553,1a38f400,2026-08-10,NEWDIR,1,首次出现 工程控制/configs,feat(phase2): W1 wiki sync + stage2 schema; W2 freeze UPM/rejection interfaces in lib/phase2
553,1a38f400,2026-08-10,NEWDIR,1,首次出现 工程控制/schemas,feat(phase2): W1 wiki sync + stage2 schema; W2 freeze UPM/rejection interfaces in lib/phase2
616,42c801de,2026-08-12,NEWDIR,1,首次出现 launch/start_browser.ps1,feat(phase2-v9): HiPS browser real-data readiness - HiPS 2D sky view (multi-order LOD + viewport til
619,cfb676ca,2026-08-12,NEWDIR,1,首次出现 launch/demo_gc.json,feat(phase2-v11): HiPS external-oracle diagnostics - --lod strict-leaf|hierarchy (no parent fallback
624,5a9eadcf,2026-08-13,NEWDIR,1,首次出现 docs/architecture,docs(phase2-v14): finalization docs + config consistency tool - DATA_SEMANTICS/PUBLIC_API/PIPELINE/C
624,5a9eadcf,2026-08-13,NEWDIR,1,首次出现 docs/backlog,docs(phase2-v14): finalization docs + config consistency tool - DATA_SEMANTICS/PUBLIC_API/PIPELINE/C
624,5a9eadcf,2026-08-13,NEWDIR,1,首次出现 docs/browser,docs(phase2-v14): finalization docs + config consistency tool - DATA_SEMANTICS/PUBLIC_API/PIPELINE/C
