来源成稿,对象,提及行数,波次
AUD-101-DB-04.md,docs/architecture/CACHE_POLICY.md,3,W2
AUD-101-DB-04.md,docs/architecture/EXECUTION_MODEL.md,3,W2
AUD-101-DB-04.md,docs/architecture/DEPENDENCY_RULES.md,3,W2
AUD-101-DB-04.md,docs/plugins/algorithms_phase2/10_sampling.md,2,W1
AUD-101-DB-04.md,docs/modules/phase2_samp.md,2,W2
AUD-101-DB-04.md,docs/plugins/algorithms_phase2/11_upm.md,2,W1
AUD-101-DB-04.md,eng/contracts/schemas/hips_product.schema.json,2,W0
AUD-101-DB-04.md,docs/interfaces/io/CON-001_PIPELINE_MODEL.md,2,W2
AUD-101-DB-04.md,docs/plugins/algorithms_phase3/14_projection.md,2,W1
AUD-101-DB-04.md,docs/plugins/algorithms_phase3/15_resample.md,2,W1
AUD-101-DB-04.md,docs/plugins/algorithms_phase3/16_fits_output.md,2,W1
AUD-101-DB-04.md,docs/plugins/infrastructure/17_aio.md,2,W1
AUD-101-DB-04.md,docs/plugins/infrastructure/18_cli.md,2,W1
AUD-101-DB-04.md,docs/plugins/infrastructure/19_runtime.md,2,W1
AUD-101-DB-04.md,docs/plugins/infrastructure/20_benchmark.md,2,W1
AUD-101-DB-04.md,docs/plugins/infrastructure/21_observability.md,2,W1
AUD-101-DB-04.md,docs/plugins/infrastructure/22_gaia_xpsd_client.md,2,W1
AUD-101-DB-04.md,eng/contracts/schemas/catalog_query.schema.json,2,W0
AUD-101-DB-04.md,docs/plugins/infrastructure/23_hips_browser.md,2,W1
AUD-101-DB-04.md,lib/astro_image_io,2,W3
AUD-101-DB-04.md,docs/architecture/ASYNC_IO_CONTRACT.md,2,W2
AUD-101-DB-04.md,docs/architecture/COMPATIBILITY_POLICY.md,2,W2
AUD-101-DB-04.md,docs/VERSIONING.md,2,W3
AUD-101-DB-04.md,docs/architecture/CPU_BACKEND_ARCH.md,2,W2
AUD-101-DB-04.md,docs/architecture/ERROR_MODEL.md,2,W2
AUD-101-DB-04.md,docs/contracts/LOG_AND_ERROR_CONTRACT.md,1,W1
AUD-101-DB-04.md,docs/algorithms/PHASE3_FITS_IMPL.md,1,W1
AUD-101-DB-04.md,docs/plugins/algorithms_phase1/05_platesolve.md,1,W1
AUD-101-DB-04.md,eng/contracts/schemas/control_points.schema.json,1,W0
AUD-101-DB-04.md,实验/additive-sky-seamless/,1,W1
AUD-101-DB-04.md,eng/contracts/schemas/upm_output.schema.json,1,W0
AUD-101-DB-04.md,docs/interfaces/io/CON-003_FITS_IO.md,1,W2
AUD-101-DB-04.md,docs/interfaces/io/IO_001_FITS_STREAM_INTERFACE.md,1,W2
AUD-101-DB-04.md,eng/contracts/schemas/export_product.schema.json,1,W0
AUD-101-DB-04.md,eng/contracts/schemas/hips_storage_form.schema.json#x-astrocs-field-vocabulary,1,W0
AUD-101-DB-04.md,eng/contracts/schemas/fits_product.schema.json,1,W0
AUD-101-DB-04.md,eng/contracts/schemas/cli_output.schema.json,1,W0
AUD-101-DB-04.md,lib/infrastructure/cli/command_tree.h,1,W2
AUD-101-DB-04.md,docs/plugins/infrastructure/19_scheduler_pipeline.md,1,W1
AUD-101-DB-04.md,docs/algorithms/…,1,W1
AUD-101-DB-04.md,eng/contracts/schemas/cpu_profile.schema.json,1,W0
AUD-101-DB-04.md,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp,1,W2
AUD-101-DB-04.md,docs/contracts/ARCH-001.md,1,W1
AUD-101-DB-04.md,lib/algorithms/coverage/tests/async_io_test.cpp,1,W1
AUD-101-DB-04.md,lib/algorithms/coverage/include/astro/phase2/async_io.h,1,W1
AUD-101-DB-04.md,eng/tools/arch/gen_build_graph_doc.py,1,W0
AUD-101-DB-04.md,docs/architecture/PRODUCTION_EXECUTION_INVENTORY.csv,1,W2
AUD-101-DB-04.md,eng/ci/spec_named_impls.json,1,W0
AUD-101-DB-04.md,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.h,1,W1
AUD-101-DB-04.md,lib/infrastructure/acr/docs/ADR-00,1,W2
AUD-101-DB-04.md,docs/architecture/cpu/CPU_003_AVX2_PROVIDER.md,1,W2
AUD-101-DB-04.md,docs/standards/C_ABI_STANDARD.md,1,W3
AUD-101-DB-04.md,testdata/run」与上位直接矛盾,1,W3
AUD-101-DB-04.md,docs/diagnostics/,1,W3
AUD-101-DB-04.md,docs/standards/ERROR_HANDLING_STANDARD.md,1,W3
AUD-101-DB-04.md,docs/architecture/THREADING_MODEL.md,1,W2
AUD-101-DB-04.md,lib/infrastructure/aio/third_party/cfitsio/cfileio.c,1,W2
AUD-101-DB-04.md,lib/infrastructure/aio/src/aio_upm.cpp,1,W2
AUD-101-DB-04.md,lib/infrastructure/cli/protocol.h,1,W2
AUD-101-DB-04.md,eng/contracts/resource_gate_v1.json#authority,1,W0
AUD-101-DB-05.md,docs/architecture/,5,W2
AUD-101-DB-05.md,docs/architecture/PERFORMANCE_MODEL.md,4,W2
AUD-101-DB-05.md,docs/contracts/ARCH-001.md,4,W1
AUD-101-DB-05.md,docs/architecture/MODULE_MAP.md,3,W2
AUD-101-DB-05.md,docs/architecture/THREADING_MODEL.md,3,W2
AUD-101-DB-05.md,docs/architecture/ISA_VARIANTS.md,3,W2
AUD-101-DB-05.md,docs/architecture/PIPELINE.md,3,W2
AUD-101-DB-05.md,docs/architecture/doc_symbol_namespaces.json,3,W2
AUD-101-DB-05.md,docs/architecture/observability/RUN_GRAPH_CONTRACT.md,3,W2
AUD-101-DB-05.md,docs/contracts/API-001.md,3,W1
AUD-101-DB-05.md,docs/contracts/API_CONTRACTS.csv,3,W1
AUD-101-DB-05.md,lib/infrastructure/cli/resource_recorder.h,3,W2
AUD-101-DB-05.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,2,W1
AUD-101-DB-05.md,docs/architecture/THREAD_BUDGET_ARCH.md,2,W2
AUD-101-DB-05.md,docs/contracts/LOG_AND_ERROR_CONTRACT.md,2,W1
AUD-101-DB-05.md,docs/architecture/execution_inventory.csv,2,W2
AUD-101-DB-05.md,docs/architecture/PRODUCTION_EXECUTION_INVENTORY.csv,2,W2
AUD-101-DB-05.md,docs/architecture/cpu/CPU_003_AVX2_PROVIDER.md,2,W2
AUD-101-DB-05.md,docs/architecture/ISA_BIT_MANIP_VARIANTS.md,2,W2
AUD-101-DB-05.md,docs/architecture/OWNERSHIP_AND_LIFETIME.md,2,W2
AUD-101-DB-05.md,docs/architecture/PHASE3_MODULE_ARCH.md,2,W2
AUD-101-DB-05.md,docs/architecture/abi/ABI_003_SECURE_LOADER.md,2,W2
AUD-101-DB-05.md,docs/architecture/api_inventory.csv,2,W2
AUD-101-DB-05.md,docs/architecture/execution_options_contract.md,2,W2
AUD-101-DB-05.md,docs/architecture/observability/RESOURCE_MONITORING_CONTRACT.md,2,W2
AUD-101-DB-05.md,docs/architecture/observability/STRUCTURED_LOGGING_CONTRACT.md,2,W2
AUD-101-DB-05.md,lib/phase1,2,W3
AUD-101-DB-05.md,eng/tools/quality/check_module_map.py,2,W0
AUD-101-DB-05.md,docs/api/CLI_PROTOCOL_V1.md,2,W3
AUD-101-DB-05.md,docs/plugins/algorithms_phase3/,2,W1
AUD-101-DB-05.md,docs/contracts/SCHEDULER_CONTRACT.md,1,W1
AUD-101-DB-05.md,lib/infrastructure/cli/exit_codes.h,1,W2
AUD-101-DB-05.md,docs/performance/,1,W3
AUD-101-DB-05.md,docs/architecture/DATA_FLOW.md,1,W2
AUD-101-DB-05.md,docs/architecture/ARCHITECTURE.md,1,W2
AUD-101-DB-05.md,docs/architecture/CPU_BACKEND_ARCH.md,1,W2
AUD-101-DB-05.md,docs/architecture/cpu/CPU_001_CAPABILITY_PROBE.md,1,W2
AUD-101-DB-05.md,docs/diagnostics/,1,W3
AUD-101-DB-05.md,docs/architecture/production_call_paths_stage1.csv,1,W2
AUD-101-DB-05.md,docs/architecture/production_call_paths_stage2.csv,1,W2
AUD-101-DB-05.md,eng/tools/graph/render_run_graph.py,1,W0
AUD-101-DB-05.md,eng/ci/root_manifest.json,1,W0
AUD-101-DB-05.md,lib/.../artifact_store,1,W3
AUD-101-DB-05.md,lib/plate_solve/snr_estimator/healpix_db/astro_image_io/common/phase2/gaia_xpsd_client,1,W3
AUD-101-DB-05.md,lib/calibration,1,W3
AUD-101-DB-05.md,lib/phase3,1,W3
AUD-101-DB-05.md,lib/algorithms/resample/,1,W1
AUD-101-DB-05.md,eng/tools/quality/contracts/check_doc_symbols.py,1,W0
AUD-101-DB-05.md,docs/architecture）与上位（§8,1,W3
AUD-101-DB-05.md,docs/modules/（映射面重叠,1,W2
AUD-101-DB-05.md,"lib/infrastructure/benchmark/cpu/{avx2,avx512,baseline}/src/",1,W2
AUD-101-DB-05.md,"lib/algorithms/{calibration,drizzle,cosmetic}/src/module_entry.cpp",1,W1
AUD-101-DB-05.md,lib/infrastructure/benchmark/cpu/common/include/astrocs/cpu/capability_v1.h,1,W2
AUD-101-DB-05.md,"lib/infrastructure/pipeline/orchestrator/cpp/CMakeLists.txt,tool,no,-,非发布目标,…",1,W2
AUD-101-DB-05.md,eng/tools/arch/build_production_execution_inventory.py,1,W0
AUD-101-DB-05.md,lib/infrastructure/cli/,1,W2
AUD-101-DB-05.md,lib/infrastructure/pipeline/trace_replay.py,1,W2
AUD-101-DB-05.md,eng/contracts/schemas/phase_config_mosaic.schema.json,1,W0
AUD-101-DB-05.md,eng/tools/quality/check_prod_reachability.py,1,W0
AUD-101-DB-05.md,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp,1,W2
AUD-101-DB-05.md,eng/ci/INVENTORY_REPORT.md,1,W0
AUD-101-DB-05.md,docs/ci/01_CHECKS.md…04_ARTIFACTS.md,1,W0
AUD-101-DB-05.md,artifacts/evidence/prerelease-v5/ISA-00[45,1,W3
AUD-101-DB-05.md,artifacts/evidence/prerelease-v5/,1,W3
AUD-101-DB-05.md,"artifacts/evidence/prerelease-v5/ISA-00{4,5}/MEASUREMENTS.csv",1,W3
AUD-101-DB-06-07.md,docs/contracts/DATA_ARTIFACTS.md,4,W1
AUD-101-DB-06-07.md,docs/contracts/DUAL_LINE_CONTRACT.md,2,W1
AUD-101-DB-06-07.md,eng/contracts/schemas/cpu_profile.schema.json,1,W0
AUD-101-DB-06-07.md,eng/contracts/schemas/phase_config_mosaic.schema.json,1,W0
AUD-101-DB-06-07.md,eng/tests/config/__pycache__/,1,W0
AUD-101-DB-06-07.md,eng/tests/unit/core_pipeline_test.cpp,1,W0
AUD-101-DB-06-07.md,docs/contracts/DATA_SEMANTICS.md（语义）+,1,W1
AUD-101-DB-06-07.md,eng/contracts/schemas/unified/provenance.schema.json,1,W0
AUD-101-DB-06-07.md,eng/contracts/schemas/product_family_field_constraints.schema.json#/$defs/psfsw,1,W0
AUD-101-DB-06-07.md,eng/contracts/data/v6_clause_registry_v1.json#counts,1,W0
AUD-101-DB-06-07.md,docs/contracts/UNIFIED_OBJECTS.md,1,W1
AUD-101-DB-06-07.md,eng/contracts/schemas/dual_line_file_domain.schema.json,1,W0
AUD-101-DB-06-07.md,eng/tests/gaia_zlib,1,W0
AUD-101-DB-06-07.md,"工程控制/RELEASE-05/{00_README,ACCEPTANCE,GAP_AUDIT}",1,W3
AUD-101-DB-08.md,eng/tools/check_contract_graph.py,4,W0
AUD-101-DB-08.md,docs/contracts/LOG_AND_ERROR_CONTRACT.md,3,W1
AUD-101-DB-08.md,eng/contracts/schemas/hips_storage_form.schema.json#x-astrocs-field-vocabulary,3,W0
AUD-101-DB-08.md,docs/architecture/observability/STRUCTURED_LOGGING_CONTRACT.md,3,W2
AUD-101-DB-08.md,eng/contracts/schemas/pipeline_block.schema.json,3,W0
AUD-101-DB-08.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,2,W1
AUD-101-DB-08.md,docs/contracts/PERF_GATE_CONTRACT.md,2,W1
AUD-101-DB-08.md,eng/contracts/schemas/unified/psfsw_robust_weight.schema.json,2,W0
AUD-101-DB-08.md,docs/design/LOG_AND_ERROR_SYSTEM.md,2,W2
AUD-101-DB-08.md,docs/science/ASTROMETRY.md,1,W1
AUD-101-DB-08.md,lib/infrastructure/cli/exit_codes.h,1,W2
AUD-101-DB-08.md,docs/architecture/PIPELINE.md,1,W2
AUD-101-DB-08.md,docs/design/PRODUCT_STORAGE_FORM.md（DESIGN-STORAGE-001）」——§10,1,W2
AUD-101-DB-08.md,eng/ci/ledgers/…（登记台账,1,W0
AUD-101-DB-08.md,eng/contracts/schemas/perf_gate_criteria.schema.json,1,W0
AUD-101-DB-08.md,eng/tools/quality/check_block_flow_ports_vs_code.py,1,W0
AUD-101-DB-09.md,docs/contracts/API-001.md,4,W1
AUD-101-DB-09.md,docs/contracts/TEST_MATRIX.md,3,W1
AUD-101-DB-09.md,docs/contracts/UNIFIED_OBJECTS.md,3,W1
AUD-101-DB-09.md,docs/contracts/RT-001.md,3,W1
AUD-101-DB-09.md,lib/include/astrocs/core/,3,W2
AUD-101-DB-09.md,docs/contracts/config_separation_anchors.json,3,W1
AUD-101-DB-09.md,docs/contracts/SCHEDULER_CONTRACT.md,2,W1
AUD-101-DB-09.md,eng/tests/unit/p3_wcs_test.cpp,2,W0
AUD-101-DB-09.md,lib/algorithms/drizzle/healpix_drizzle/tests/CMakeLists.txt,1,W1
AUD-101-DB-09.md,docs/algorithms/PHASE3_PROJ_IMPL.md,1,W1
AUD-101-DB-09.md,docs/standards/NUMERIC_STANDARD.md,1,W3
AUD-101-DB-09.md,lib/algorithms/photometry/,1,W1
AUD-101-DB-09.md,eng/tests/backend/p3_wcs_main.cpp,1,W0
AUD-101-DB-09.md,实验/absolute-snr/,1,W1
AUD-101-DB-09.md,docs/contracts/ARCH-001.md,1,W1
AUD-101-DB-09.md,docs/architecture/api_inventory.csv,1,W2
AUD-101-DB-09.md,eng/contracts/schemas/unified/psfsw_robust_weight.schema.json,1,W0
AUD-101-DB-09.md,lib/algorithms/calibration/include/astro_calibration.h,1,W1
AUD-101-DB-09.md,lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h,1,W1
AUD-101-DB-09.md,lib/infrastructure/aio/include/aio_hips.h,1,W2
AUD-101-DB-09.md,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,1,W1
AUD-101-DB-09.md,lib/algorithms/star_detection/include/star_detector.h,1,W1
AUD-101-DB-09.md,lib/algorithms/coverage/include/astro/phase2/coverage.h,1,W1
AUD-101-DB-09.md,lib/algorithms/shared/healpix/healpix_core.h,1,W1
AUD-101-DB-09.md,docs/development/CONFIG_SCHEMA.md,1,W3
AUD-101-DB-09.md,eng/packaging/config/」目录条目,1,W1
AUD-101-DB-09.md,lib/infrastructure/hips_browser/,1,W2
AUD-101-DB-09.md,"lib/include/astrocs/core/{runtime,module,artifact,context}.h",1,W2
AUD-101-DB-09.md,lib/include/astrocs/,1,W2
AUD-101-DB-09.md,eng/contracts/schemas/scheduler_probe_event.schema.json,1,W0
AUD-101-DB-09.md,eng/contracts/schemas/jsonl_event_v1.schema.json,1,W0
AUD-101-DB-09.md,lib/infrastructure/aio/healpix_db/.../candidate_oracle_test.cpp,1,W2
AUD-101-DB-09.md,lib/algorithms/platesolve/cpp/ipv/test/test_synthetic.cpp,1,W1
AUD-101-DB-09.md,eng/tests/quality/fixtures/docchk002_claims_fixture.csv,1,W0
AUD-101-DB-09.md,eng/tools/validation,1,W0
AUD-101-DB-09.md,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h,1,W1
AUD-101-DB-09.md,eng/contracts/schemas/phase_config.schema.json,1,W0
AUD-101-DB-09.md,docs/contracts/unified_object_registry.json#port_contract,1,W1
AUD-101-DB-10-补.md,docs/design/LOG_AND_ERROR_SYSTEM.md,8,W2
AUD-101-DB-10-补.md,docs/standards/NUMERIC_STANDARD.md,4,W3
AUD-101-DB-10-补.md,docs/standards/CODE_STANDARD.md,4,W3
AUD-101-DB-10-补.md,docs/contracts/PERF_GATE_CONTRACT.md,3,W1
AUD-101-DB-10-补.md,docs/contracts/LOG_AND_ERROR_CONTRACT.md,3,W1
AUD-101-DB-10-补.md,docs/architecture/THREADING_MODEL.md,3,W2
AUD-101-DB-10-补.md,docs/standards/LOGGING_DIAGNOSTICS_STANDARD.md,3,W3
AUD-101-DB-10-补.md,docs/contracts/TEST_MATRIX.md,2,W1
AUD-101-DB-10-补.md,docs/standards/STANDARDS_REGISTRY.md,2,W3
AUD-101-DB-10-补.md,docs/DEVELOPER_GUIDE.md,2,W3
AUD-101-DB-10-补.md,eng/tools/quality/check_log_system.py,2,W0
AUD-101-DB-10-补.md,docs/standards/API_STANDARD.md,2,W3
AUD-101-DB-10-补.md,lib/include/astrocs/core/contracts.h,2,W2
AUD-101-DB-10-补.md,docs/standards/TEST_STANDARD.md,1,W3
AUD-101-DB-10-补.md,docs/owner/PROJECT_SPEC.md,1,W3
AUD-101-DB-10-补.md,docs/standards/checks/check_standards_registry.py,1,W3
AUD-101-DB-10-补.md,eng/tools/quality/build_v19r3_package.py,1,W0
AUD-101-DB-10-补.md,docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md,1,W2
AUD-101-DB-10-补.md,eng/tools/doccheck/,1,W0
AUD-101-DB-10-补.md,docs/architecture/IO_AND_ATOMICITY.md,1,W2
AUD-101-DB-10-补.md,eng/contracts/schemas/hips_storage_form.schema.json#x-astrocs-field-vocabulary,1,W0
AUD-101-DB-10-补.md,docs/standards/C_ABI_STANDARD.md,1,W3
AUD-101-DB-10-补.md,docs/standards/ERROR_HANDLING_STANDARD.md,1,W3
AUD-101-DB-10-补.md,lib/infrastructure/aio/src/aio_upm.cpp,1,W2
AUD-101-DB-10-补.md,docs/architecture/abi/ABI_003_SECURE_LOADER.md,1,W2
AUD-101-DB-10-补.md,docs/contracts/API_CONTRACTS.csv,1,W1
AUD-101-DB-10-补.md,docs/(standards,1,W3
AUD-101-DB-10-补.md,docs/design/LOG_AND_ERROR_SYSTEM.md（207,1,W2
AUD-101-DB-10-补.md,docs/design/PHASE1_DETAILED_DESIGN.md（227,1,W2
AUD-101-DB-10-补.md,docs/plugins/algorithms_phase1/01–08,1,W1
AUD-101-DB-10-补.md,docs/design/PHASE2_DETAILED_DESIGN.md（145,1,W2
AUD-101-DB-10-补.md,docs/plugins/algorithms_phase2/09–13,1,W1
AUD-101-DB-10-补.md,docs/design/PHASE3_DETAILED_DESIGN.md（174,1,W2
AUD-101-DB-10-补.md,docs/plugins/algorithms_phase3/14–16,1,W1
AUD-101-DB-10-补.md,eng/contracts/schemas/phase_config_export.schema.json#/$defs/export_crop,1,W0
AUD-101-DB-10-补.md,docs/design/PRODUCT_STORAGE_FORM.md（256,1,W2
AUD-101-DB-10-补.md,docs/design/UNIFIED_MODEL.md（76,1,W2
AUD-101-DB-10-补.md,"docs/contracts/{CONFIG_CONTRACT,DATA_SEMANTICS,UNIFIED_OBJECTS}.md",1,W1
AUD-101-DB-10-补.md,实验/absolute-snr/docs/frame-snr-canon.md,1,W1
AUD-101-DB-10-补.md,eng/contracts/data/unified_object_compatibility_map_v1.json#retired_entries,1,W0
AUD-101-DB-10-补.md,eng/contracts/data/unified_object_compatibility_map_v1.json,1,W0
AUD-101-DB-10-补.md,docs/standards[A-Za-z0-9_./-,1,W3
AUD-101-DB-10-补.md,docs/standards/API_STANDARD.md（23,1,W3
AUD-101-DB-10-补.md,docs/standards/BENCHMARK_STANDARD.md（8,1,W3
AUD-101-DB-10-补.md,lib/infrastructure/aio/tests/hiss_experiments.cpp,1,W2
AUD-101-DB-10-补.md,docs/standards/CODE_STANDARD.md（42,1,W3
AUD-101-DB-10-补.md,docs/standards/COMMENT_STANDARD.md（46,1,W3
AUD-101-DB-10-补.md,docs/standards/CONCURRENCY_STANDARD.md（26,1,W3
AUD-101-DB-10-补.md,docs/standards/C_ABI_STANDARD.md（13,1,W3
AUD-101-DB-10-补.md,docs/architecture/abi/,1,W2
AUD-101-DB-10-补.md,docs/standards/DOCUMENTATION_STANDARD.md（36,1,W3
AUD-101-DB-10-补.md,docs/standards/ERROR_HANDLING_STANDARD.md（24,1,W3
AUD-101-DB-10-补.md,docs/diagnostics/TROUBLESHOOTING.md,1,W3
AUD-101-DB-10-补.md,docs/standards/IO_STANDARD.md（23,1,W3
AUD-101-DB-10-补.md,artifacts/evidence/v19r7-quality/audit_findings_io.md,1,W3
AUD-101-DB-10-补.md,docs/standards/LOGGING_DIAGNOSTICS_STANDARD.md（11,1,W3
AUD-101-DB-10-补.md,eng/tools/astrocs_diagnose.py,1,W0
AUD-101-DB-10-补.md,docs/standards/NUMERIC_STANDARD.md（131,1,W3
AUD-101-DB-10-补.md,"docs/contracts/{DATA_SEMANTICS,DATA_ARTIFACTS,UNIFIED_OBJECTS,CONFIG_CONTRACT}.md",1,W1
AUD-101-DB-10-补.md,docs/standards/RELEASE_STANDARD.md（16,1,W3
AUD-101-DB-10-补.md,docs/standards/STANDARDS_REGISTRY.md（404,1,W3
AUD-101-DB-10-补.md,工程控制/PROJECT-GOVERNANCE-01/SCIENCE_CORRECTNESS.md,1,W3
AUD-101-DB-10-补.md,docs/standards/TEST_STANDARD.md（10,1,W3
AUD-101-DB-10-补.md,lib/infrastructure/aio/tests/test_checksum.cpp,1,W2
AUD-101-DB-10-补.md,lib/infrastructure/acr/backends/cuda/,1,W2
AUD-101-DB-10-补.md,docs/standards/checks/check_standards_registry.py（702,1,W3
AUD-101-DB-10-补.md,docs/standards/checks/,1,W3
AUD-101-DB-10-补.md,工程控制/AstroCS_CONSTITUTION_ALIGNMENT_CONTROL_V1_20260909/05_FINDINGS_REGISTER_20260911.md,1,W3
AUD-101-DB-10-补.md,docs/DEVELOPER_GUIDE.md（41,1,W3
AUD-101-DB-10-补.md,artifacts/evidence/v19r7-quality/,1,W3
AUD-101-DB-10-补.md,docs/development/DEVELOPER_GUIDE.md,1,W3
AUD-101-DB-10-补.md,docs/standards/IO_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/DEVELOPER_GUIDE.md,2,W3
AUD-101-DB-10.md,docs/standards/checks/check_standards_registry.py,1,W3
AUD-101-DB-10.md,docs/standards/STANDARDS_REGISTRY.md,1,W3
AUD-101-DB-10.md,docs/standards/NUMERIC_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/standards/C_ABI_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/standards/ERROR_HANDLING_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/contracts/UNIFIED_OBJECTS.md,1,W1
AUD-101-DB-10.md,docs/design/LOG_AND_ERROR_SYSTEM.md,1,W2
AUD-101-DB-10.md,docs/standards/LOGGING_DIAGNOSTICS_STANDARD.md,1,W3
AUD-101-DB-10.md,eng/tools/quality/check_log_system.py,1,W0
AUD-101-DB-10.md,docs/design/PRODUCT_STORAGE_FORM.md（256,1,W2
AUD-101-DB-10.md,docs/design/UNIFIED_MODEL.md（76,1,W2
AUD-101-DB-10.md,实验/absolute-snr/docs/frame-snr-canon.md,1,W1
AUD-101-DB-10.md,docs/standards/API_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/standards/CODE_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/standards/IO_STANDARD.md,1,W3
AUD-101-DB-10.md,artifacts/evidence/compress-01/,1,W3
AUD-101-DB-10.md,docs/standards/BENCHMARK_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/standards/COMMENT_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/standards/CONCURRENCY_STANDARD.md,1,W3
AUD-101-DB-10.md,docs/standards/RELEASE_STANDARD.md,1,W3
AUD-101-DB-11.md,docs/browser/HIPS_BROWSER.md,8,W3
AUD-101-DB-11.md,docs/TROUBLESHOOTING.md,8,W3
AUD-101-DB-11.md,docs/diagnostics/TROUBLESHOOTING.md,7,W3
AUD-101-DB-11.md,docs/operations/TOOLCHAIN_AGENT_HOST.md,6,W3
AUD-101-DB-11.md,docs/VERSIONING.md,6,W3
AUD-101-DB-11.md,docs/owner/PROJECT_SPEC.md,5,W3
AUD-101-DB-11.md,docs/standards/CODE_STANDARD.md,5,W3
AUD-101-DB-11.md,docs/audit/risk_verification_T012.csv,5,W3
AUD-101-DB-11.md,docs/development/CODE_STYLE.md,5,W3
AUD-101-DB-11.md,docs/standards/TEST_STANDARD.md,4,W3
AUD-101-DB-11.md,docs/development/TESTING.md,4,W3
AUD-101-DB-11.md,docs/development/CONFIG_SCHEMA.md,4,W3
AUD-101-DB-11.md,docs/audit/inventory.csv,4,W3
AUD-101-DB-11.md,docs/ci/02_PIPELINE.md,4,W0
AUD-101-DB-11.md,docs/ci/04_ARTIFACTS.md,4,W0
AUD-101-DB-11.md,docs/development/,3,W3
AUD-101-DB-11.md,docs/modules/healpix_browser_qt.md,3,W2
AUD-101-DB-11.md,docs/research/CCD_LINEAR_DEFECT_LITERATURE.md,2,W3
AUD-101-DB-11.md,docs/architecture/,2,W2
AUD-101-DB-11.md,docs/architecture/ARCHITECTURE.md,2,W2
AUD-101-DB-11.md,docs/diagnostics/,2,W3
AUD-101-DB-11.md,artifacts/evidence/prerelease-v5/ISA-005/MEASUREMENTS.csv,2,W3
AUD-101-DB-11.md,eng/ci/toolchain.policy.json,2,W0
AUD-101-DB-11.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,1,W1
AUD-101-DB-11.md,docs/contracts/DUAL_LINE_CONTRACT.md,1,W1
AUD-101-DB-11.md,lib/infrastructure/pipeline/,1,W2
AUD-101-DB-11.md,docs/contracts/SCHEDULER_CONTRACT.md,1,W1
AUD-101-DB-11.md,eng/build/build.sh,1,W3
AUD-101-DB-11.md,lib/algorithms/coverage/CMakeLists.txt,1,W1
AUD-101-DB-11.md,docs/standards/checks/check_standards_registry.py,1,W3
AUD-101-DB-11.md,docs/operations/,1,W3
AUD-101-DB-11.md,docs/DEVELOPER_GUIDE.md,1,W3
AUD-101-DB-11.md,eng/build/toolchain.ps1,1,W3
AUD-101-DB-11.md,docs/algorithms/NOISE_ESTIMATION.md,1,W1
AUD-101-DB-11.md,docs/architecture/DATA_FLOW.md,1,W2
AUD-101-DB-11.md,docs/modules/gaia_xpsd_client.md,1,W2
AUD-101-DB-11.md,docs/architecture/BUILD_GRAPH.md,1,W2
AUD-101-DB-11.md,docs/contracts/ARCH-001.md,1,W1
AUD-101-DB-11.md,docs/architecture/ERROR_MODEL.md,1,W2
AUD-101-DB-11.md,docs/standards/ERROR_HANDLING_STANDARD.md,1,W3
AUD-101-DB-11.md,docs/architecture/THREADING_MODEL.md,1,W2
AUD-101-DB-11.md,docs/contracts/API-001.md,1,W1
AUD-101-DB-11.md,docs/api/CLI_PROTOCOL_V1.md,1,W3
AUD-101-DB-11.md,eng/tools/astrocs_diagnose.py,1,W0
AUD-101-DB-11.md,"docs/{archive,review,backlog}/",1,W3
AUD-101-DB-11.md,docs//,1,W3
AUD-101-DB-11.md,docs/research/COMPRESSION_CODEC_RESEARCH_PACK_TABLES.md,1,W3
AUD-101-DB-11.md,docs/modules/acr.md,1,W2
AUD-101-DB-11.md,lib/algorithms/calibration/src/cosmetic_corrector.cpp#158,1,W1
AUD-101-DB-11.md,docs/science/CALIBRATION.md#28,1,W1
AUD-101-DB-11.md,docs/standards/GLOSSARY.md,1,W3
AUD-101-DB-11.md,eng/tests/unit/mem_wire_test.cpp,1,W0
AUD-101-DB-11.md,artifacts/evidence/known-limitations-ledger/LEDGER.md,1,W3
AUD-101-DB-11.md,docs/owner/KNOWN_LIMITATIONS.md,1,W3
AUD-101-DB-11.md,docs/traceability/TRACEABILITY_SPEC.md,1,W3
AUD-101-DB-11.md,eng/ci/impact_map.json,1,W0
