ID	原类别	原优先级	producer	文件	行	标题	旧位置字段	旧证据字段	旧条款字段	fix_state	verified_state
M9-D-1	D_COMMENT	P2	M9	问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md	5	"drizzle 局部尺度推导注释把""量纲为一的切平面坐标""表述为""仍是弧度量级小值""，注释表述失准而实现结果正确"	:local_scale_3d_tangent（注释块与换算步）、::局部尺度调用点（:568 邻域）	注释（:484-487）`// 4. 有限差分 Jacobian (切平面坐标/像素)` / `// 注: 切平面坐标 (xi, eta) 由 gnomonic 投影得到, 量级为弧度` / `// (单位向量 dot 积无量纲, 除以 dot(v, center) 后仍是弧度量 / 实现（:488-491）`double j11 = (xi_xp - xi_xm) / step_px;  // dxi/dx` …；（:508）`double sigma_min = std::sqrt(lambda_min);  // 弧度/像素`；（:510-511）`//	宪章 §12.2（注释须解释为什么、须正确说明单位与近似前提）、§5.3（球面/切平面近似误差与适用范围必须明确）。	OPEN	
M9-D-2	D_COMMENT	P2	M9	问题扫描/findings/D_COMMENT/p2/M9_L24_L26.md	23	"公共查询接口 radius_deg 与 match_radius_arcsec 双口径并存、GaiaStar 裸字段无单位、schema 审计表以""比例""列名承载量纲倒数，GAIA_QUERY 已核过的换算无注释回写"	:GaiaStar（裸字段）与查询族声明（radius_deg ×4 / match_radius_arcsec ×1）、lib/gaia_xpsd_client/src/gaia_client.c（inv_scale/inv_dra 解码块）、lib/photometric_calib/cpp/test/gate4_dr3sp_gaiaxpy/DR3SP_SCHEMA_AUDIT.md（记录布局表）、docs/algorithms/GAIA_QUERY.md::§量化步长推导	双口径（gaia_client.h）：`double ra, double dec, double radius_deg,` 命中 **4 处**（:88、:94、:105、:126），`double match_radius_arcsec,` 命中 1 处（:116）—— ** / 裸字段（gaia_client.h:45-55）`typedef struct { double ra; double dec; double magG; double magBP; double magRP; float parallax; float pmra; float 	"本条不按""单位文档化""引用 §12.1**，见下「引用纪律」）、§12.2（注释须说明单位与量纲）、§5.3。"	OPEN	
V6-N-03	D_COMMENT	P2	V6	问题扫描/findings/D_COMMENT/p2/V6.md	3	新写注释两处不实自述：把符号宿主指向根本没有该符号的文件，并把两行宏值比较说成 ABI 形参证明			宪章 §12.3（注释/声明须可机器核验、R-6a 自报可复算、R-6b 锚须有宿主、R-6c 被指为权威须回写 L1）、§17.2。	OPEN	
V8-N-03	D_COMMENT	P2	V8	问题扫描/findings/D_COMMENT/p2/V8.md	3	（P2·判据①自报计数）README「4 处计算」与它自己括号里列的 5 个名字互相否定				OPEN	
V8-N-06	D_COMMENT	P2	V8-b	问题扫描/findings/D_COMMENT/p2/V8-b.md	3	（P2·判据②）`gaia_client.h` 公共头契约锚指向**三个不存在的节名**				OPEN	
V8-N-08	D_COMMENT	P2	V8-b	问题扫描/findings/D_COMMENT/p2/V8-b.md	9	（P3·判据②）角度归一化契约**区间端点写错**：头注释 `(-90, 90]` 左开，而 `-90` 是可达返回值				OPEN	
W1-N-08	D_COMMENT	P2	W1	问题扫描/findings/D_COMMENT/p2/W1.md	3	（P2）`gaia_client.c:31-40` 新注释的实测包络**口径错报**：称 high 属于 [16.59, 25.59]，复算为 [13.62, 25.59]				OPEN	
W1-N-09	D_COMMENT	P2	W1	问题扫描/findings/D_COMMENT/p2/W1.md	7	（P2）`gaia_client.c` 的 `parse_attr_after` 新 docstring（`:853-856`）**自述承诺与实现相反**				OPEN	
W1-N-11	D_COMMENT	P2	W1-b	问题扫描/findings/D_COMMENT/p2/W1-b.md	3	（P2）`module_adapters.cpp:3170-3178` 欠采样告警在 **auto 分支**也触发，且文案硬编码归因为 explicit ⇒ 诊断面失实（数据面不错）				OPEN	
W1-N-13	D_COMMENT	P2	W1-b	问题扫描/findings/D_COMMENT/p2/W1-b.md	6	（P2）`drizzle_engine.cpp` 的 p22 剖面行 `out_sort=%.3f` **恒传字面量 0.0**（无实测来源）⇒ 自报观测面含伪指标				OPEN	
